Gene1,Gene2,Type
g1055,g10,+
g1085,g10,+
g1134,g10,+
g1137,g10,+
g1152,g10,+
g1155,g10,+
g1326,g10,+
g1383,g10,+
g1416,g10,+
g1494,g10,+
g60,g11,+
g180,g11,+
g238,g11,+
g457,g11,+
g660,g11,+
g692,g11,+
g759,g11,+
g930,g11,+
g1001,g11,+
g1189,g11,+
g1343,g11,+
g1494,g11,+
g45,g12,+
g56,g12,+
g60,g12,+
g339,g12,+
g362,g12,+
g376,g12,+
g414,g12,+
g532,g12,+
g554,g12,+
g573,g12,+
g976,g12,+
g1014,g12,+
g1185,g12,+
g1305,g12,+
g1336,g12,+
g1418,g12,+
g90,g13,+
g280,g13,+
g545,g13,+
g588,g13,+
g595,g13,+
g641,g13,+
g823,g13,+
g968,g13,+
g1071,g13,+
g1149,g13,+
g1178,g13,+
g1216,g13,+
g1419,g13,+
g1452,g13,+
g135,g14,+
g186,g14,+
g337,g14,+
g338,g14,+
g399,g14,+
g435,g14,+
g475,g14,+
g486,g14,+
g701,g14,+
g758,g14,+
g867,g14,+
g965,g14,+
g1059,g14,+
g1341,g14,+
g1489,g14,+
g59,g15,+
g111,g15,+
g321,g15,+
g344,g15,+
g463,g15,+
g467,g15,+
g470,g15,+
g633,g15,+
g1149,g15,+
g1163,g15,+
g1186,g15,+
g1201,g15,+
g1240,g15,+
g89,g16,+
g201,g16,+
g297,g16,+
g373,g16,+
g472,g16,+
g475,g16,+
g588,g16,+
g711,g16,+
g729,g16,+
g884,g16,+
g1105,g16,+
g1176,g16,+
g1183,g16,+
g1202,g16,+
g1217,g16,+
g1273,g16,+
g1296,g16,+
g144,g17,+
g448,g17,+
g612,g17,+
g645,g17,+
g650,g17,+
g656,g17,+
g849,g17,+
g974,g17,+
g1010,g17,+
g1020,g17,+
g1074,g17,+
g1098,g17,+
g1205,g17,+
g1379,g17,+
g1485,g17,+
g102,g18,+
g138,g18,+
g175,g18,+
g184,g18,+
g356,g18,+
g502,g18,+
g697,g18,+
g974,g18,+
g1181,g18,+
g1349,g18,+
g1445,g18,+
g1496,g18,+
g3,g19,+
g89,g19,+
g217,g19,+
g299,g19,+
g514,g19,+
g534,g19,+
g578,g19,+
g804,g19,+
g41,g20,+
g160,g20,+
g226,g20,+
g528,g20,+
g534,g20,+
g545,g20,+
g579,g20,+
g841,g20,+
g917,g20,+
g930,g20,+
g934,g20,+
g1123,g20,+
g1265,g20,+
g1432,g20,+
g73,g21,+
g112,g21,+
g192,g21,+
g276,g21,+
g306,g21,+
g398,g21,+
g718,g21,+
g752,g21,+
g811,g21,+
g967,g21,+
g1080,g21,+
g1157,g21,+
g1169,g21,+
g1314,g21,+
g167,g22,+
g241,g22,+
g445,g22,+
g472,g22,+
g535,g22,+
g629,g22,+
g651,g22,+
g674,g22,+
g792,g22,+
g846,g22,+
g1132,g22,+
g1142,g22,+
g1333,g22,+
g75,g23,+
g93,g23,+
g96,g23,+
g130,g23,+
g375,g23,+
g643,g23,+
g693,g23,+
g694,g23,+
g833,g23,+
g976,g23,+
g1044,g23,+
g1048,g23,+
g1156,g23,+
g1294,g23,+
g1476,g23,+
g1489,g23,+
g18,g24,+
g112,g24,+
g130,g24,+
g296,g24,+
g328,g24,+
g338,g24,+
g436,g24,+
g473,g24,+
g484,g24,+
g713,g24,+
g831,g24,+
g902,g24,+
g1045,g24,+
g1059,g24,+
g1075,g24,+
g1347,g24,+
g1363,g24,+
g1452,g24,+
g26,g25,+
g75,g25,+
g137,g25,+
g186,g25,+
g276,g25,+
g344,g25,+
g345,g25,+
g432,g25,+
g536,g25,+
g568,g25,+
g705,g25,+
g716,g25,+
g740,g25,+
g909,g25,+
g1099,g25,+
g1314,g25,+
g153,g26,+
g624,g26,+
g650,g26,+
g657,g26,+
g840,g26,+
g843,g26,+
g890,g26,+
g908,g26,+
g998,g26,+
g1311,g26,+
g1433,g26,+
g1491,g26,+
g164,g27,+
g339,g27,+
g444,g27,+
g504,g27,+
g935,g27,+
g1304,g27,+
g1410,g27,+
g1486,g27,+
g109,g28,+
g299,g28,+
g334,g28,+
g412,g28,+
g433,g28,+
g475,g28,+
g520,g28,+
g545,g28,+
g561,g28,+
g595,g28,+
g742,g28,+
g906,g28,+
g1120,g28,+
g1239,g28,+
g1314,g28,+
g221,g29,+
g276,g29,+
g487,g29,+
g621,g29,+
g707,g29,+
g880,g29,+
g1016,g29,+
g1144,g29,+
g58,g30,+
g223,g30,+
g282,g30,+
g396,g30,+
g578,g30,+
g589,g30,+
g643,g30,+
g658,g30,+
g705,g30,+
g761,g30,+
g779,g30,+
g790,g30,+
g852,g30,+
g1119,g30,+
g1155,g30,+
g1183,g30,+
g1224,g30,+
g1343,g30,+
g226,g31,+
g256,g31,+
g338,g31,+
g377,g31,+
g527,g31,+
g658,g31,+
g774,g31,+
g805,g31,+
g1006,g31,+
g1035,g31,+
g1069,g31,+
g1310,g31,+
g1400,g31,+
g1469,g31,+
g3,g32,+
g109,g32,+
g144,g32,+
g338,g32,+
g433,g32,+
g514,g32,+
g679,g32,+
g716,g32,+
g748,g32,+
g784,g32,+
g788,g32,+
g898,g32,+
g1061,g32,+
g1062,g32,+
g1116,g32,+
g1274,g32,+
g1296,g32,+
g1302,g32,+
g1312,g32,+
g1456,g32,+
g1476,g32,+
g60,g33,+
g70,g33,+
g141,g33,+
g278,g33,+
g345,g33,+
g578,g33,+
g618,g33,+
g645,g33,+
g888,g33,+
g1141,g33,+
g1181,g33,+
g1188,g33,+
g1316,g33,+
g1370,g33,+
g1400,g33,+
g1406,g33,+
g35,g34,+
g41,g34,+
g58,g34,+
g124,g34,+
g150,g34,+
g261,g34,+
g432,g34,+
g564,g34,+
g588,g34,+
g608,g34,+
g771,g34,+
g860,g34,+
g1250,g34,+
g1356,g34,+
g1428,g34,+
g1437,g34,+
g26,g35,+
g55,g35,+
g75,g35,+
g412,g35,+
g774,g35,+
g856,g35,+
g881,g35,+
g923,g35,+
g1055,g35,+
g1163,g35,+
g1199,g35,+
g1250,g35,+
g1370,g35,+
g1380,g35,+
g1391,g35,+
g26,g36,+
g49,g36,+
g114,g36,+
g168,g36,+
g298,g36,+
g500,g36,+
g605,g36,+
g681,g36,+
g790,g36,+
g809,g36,+
g888,g36,+
g916,g36,+
g1051,g36,+
g1233,g36,+
g1244,g36,+
g1314,g36,+
g1325,g36,+
g365,g37,+
g424,g37,+
g520,g37,+
g528,g37,+
g790,g37,+
g809,g37,+
g856,g37,+
g860,g37,+
g885,g37,+
g974,g37,+
g1136,g37,+
g1253,g37,+
g1343,g37,+
g61,g38,+
g322,g38,+
g419,g38,+
g512,g38,+
g562,g38,+
g693,g38,+
g712,g38,+
g834,g38,+
g844,g38,+
g896,g38,+
g903,g38,+
g925,g38,+
g1045,g38,+
g1046,g38,+
g1061,g38,+
g1126,g38,+
g1183,g38,+
g1393,g38,+
g1416,g38,+
g1428,g38,+
g22,g39,+
g89,g39,+
g262,g39,+
g574,g39,+
g1117,g39,+
g1156,g39,+
g1208,g39,+
g1315,g39,+
g1354,g39,+
g1432,g39,+
g1438,g39,+
g19,g40,+
g27,g40,+
g42,g40,+
g66,g40,+
g145,g40,+
g180,g40,+
g359,g40,+
g436,g40,+
g472,g40,+
g528,g40,+
g642,g40,+
g731,g40,+
g852,g40,+
g898,g40,+
g911,g40,+
g1046,g40,+
g1063,g40,+
g1070,g40,+
g1311,g40,+
g1325,g40,+
g1358,g40,+
g1428,g40,+
g9,g41,+
g73,g41,+
g790,g41,+
g798,g41,+
g857,g41,+
g961,g41,+
g1046,g41,+
g1136,g41,+
g1259,g41,+
g1419,g41,+
g1476,g41,+
g168,g42,+
g170,g42,+
g390,g42,+
g664,g42,+
g687,g42,+
g807,g42,+
g809,g42,+
g946,g42,+
g1120,g42,+
g1152,g42,+
g1294,g42,+
g1309,g42,+
g1356,g42,+
g1456,g42,+
g1486,g42,+
g112,g43,+
g400,g43,+
g754,g43,+
g807,g43,+
g1104,g43,+
g1306,g43,+
g1329,g43,+
g18,g44,+
g68,g44,+
g317,g44,+
g361,g44,+
g468,g44,+
g561,g44,+
g620,g44,+
g681,g44,+
g798,g44,+
g850,g44,+
g1304,g44,+
g1383,g44,+
g1404,g44,+
g1428,g44,+
g1432,g44,+
g97,g45,+
g135,g45,+
g238,g45,+
g344,g45,+
g382,g45,+
g544,g45,+
g759,g45,+
g764,g45,+
g790,g45,+
g860,g45,+
g879,g45,+
g997,g45,+
g1104,g45,+
g1185,g45,+
g1383,g45,+
g1476,g45,+
g188,g46,+
g314,g46,+
g370,g46,+
g445,g46,+
g473,g46,+
g556,g46,+
g763,g46,+
g857,g46,+
g881,g46,+
g986,g46,+
g1039,g46,+
g1096,g46,+
g1152,g46,+
g1186,g46,+
g1280,g46,+
g1282,g46,+
g1294,g46,+
g1309,g46,+
g1387,g46,+
g170,g47,+
g241,g47,+
g431,g47,+
g555,g47,+
g618,g47,+
g678,g47,+
g732,g47,+
g749,g47,+
g863,g47,+
g868,g47,+
g1065,g47,+
g1178,g47,+
g1318,g47,+
g1379,g47,+
g103,g48,+
g276,g48,+
g426,g48,+
g616,g48,+
g852,g48,+
g900,g48,+
g1031,g48,+
g1038,g48,+
g1045,g48,+
g1086,g48,+
g1097,g48,+
g1222,g48,+
g1393,g48,+
g145,g49,+
g241,g49,+
g621,g49,+
g651,g49,+
g836,g49,+
g961,g49,+
g1232,g49,+
g1350,g49,+
g1450,g49,+
g1456,g49,+
g162,g50,+
g314,g50,+
g562,g50,+
g702,g50,+
g713,g50,+
g825,g50,+
g971,g50,+
g1254,g50,+
g1456,g50,+
g1488,g50,+
g93,g51,+
g232,g51,+
g408,g51,+
g444,g51,+
g447,g51,+
g499,g51,+
g607,g51,+
g651,g51,+
g852,g51,+
g965,g51,+
g1001,g51,+
g1116,g51,+
g1434,g51,+
g139,g52,+
g233,g52,+
g463,g52,+
g493,g52,+
g701,g52,+
g855,g52,+
g927,g52,+
g1006,g52,+
g1065,g52,+
g1224,g52,+
g1254,g52,+
g1311,g52,+
g21,g53,+
g130,g53,+
g290,g53,+
g405,g53,+
g504,g53,+
g645,g53,+
g705,g53,+
g724,g53,+
g815,g53,+
g976,g53,+
g1030,g53,+
g1038,g53,+
g1116,g53,+
g1123,g53,+
g1193,g53,+
g1216,g53,+
g1250,g53,+
g1265,g53,+
g1315,g53,+
g1351,g53,+
g1450,g53,+
g145,g54,+
g221,g54,+
g293,g54,+
g321,g54,+
g349,g54,+
g620,g54,+
g637,g54,+
g732,g54,+
g972,g54,+
g1006,g54,+
g1069,g54,+
g1074,g54,+
g1092,g54,+
g1125,g54,+
g1155,g54,+
g1158,g54,+
g1185,g54,+
g1254,g54,+
g1414,g54,+
g53,g55,+
g164,g55,+
g217,g55,+
g276,g55,+
g297,g55,+
g383,g55,+
g399,g55,+
g535,g55,+
g544,g55,+
g614,g55,+
g945,g55,+
g974,g55,+
g1029,g55,+
g1095,g55,+
g1163,g55,+
g1185,g55,+
g1326,g55,+
g1343,g55,+
g1393,g55,+
g1485,g55,+
g253,g56,+
g324,g56,+
g484,g56,+
g533,g56,+
g548,g56,+
g556,g56,+
g561,g56,+
g620,g56,+
g658,g56,+
g751,g56,+
g793,g56,+
g888,g56,+
g1061,g56,+
g1207,g56,+
g1250,g56,+
g1311,g56,+
g1438,g56,+
g1488,g56,+
g1489,g56,+
g188,g57,+
g217,g57,+
g240,g57,+
g282,g57,+
g502,g57,+
g884,g57,+
g952,g57,+
g1003,g57,+
g1006,g57,+
g1119,g57,+
g1120,g57,+
g1298,g57,+
g1428,g57,+
g1454,g57,+
g1494,g57,+
g674,g58,+
g790,g58,+
g888,g58,+
g978,g58,+
g1001,g58,+
g1061,g58,+
g1126,g58,+
g1158,g58,+
g1274,g58,+
g1293,g58,+
g1294,g58,+
g1370,g58,+
g1467,g58,+
g108,g59,+
g298,g59,+
g349,g59,+
g374,g59,+
g521,g59,+
g679,g59,+
g1186,g59,+
g1237,g59,+
g1414,g59,+
g1449,g59,+
g1451,g59,+
g1476,g59,+
g22,g60,+
g42,g60,+
g171,g60,+
g260,g60,+
g493,g60,+
g556,g60,+
g751,g60,+
g762,g60,+
g767,g60,+
g850,g60,+
g1003,g60,+
g1169,g60,+
g1364,g60,+
g1423,g60,+
g1494,g60,+
g21,g61,+
g296,g61,+
g356,g61,+
g464,g61,+
g743,g61,+
g863,g61,+
g968,g61,+
g1074,g61,+
g1246,g61,+
g1360,g61,+
g21,g62,+
g241,g62,+
g344,g62,+
g474,g62,+
g514,g62,+
g590,g62,+
g606,g62,+
g807,g62,+
g925,g62,+
g1013,g62,+
g1217,g62,+
g1321,g62,+
g1494,g62,+
g20,g63,+
g55,g63,+
g123,g63,+
g344,g63,+
g521,g63,+
g530,g63,+
g562,g63,+
g850,g63,+
g998,g63,+
g1074,g63,+
g1121,g63,+
g1216,g63,+
g1312,g63,+
g1398,g63,+
g1483,g63,+
g137,g64,+
g186,g64,+
g370,g64,+
g614,g64,+
g615,g64,+
g764,g64,+
g776,g64,+
g779,g64,+
g809,g64,+
g974,g64,+
g1020,g64,+
g1035,g64,+
g1108,g64,+
g19,g65,+
g50,g65,+
g97,g65,+
g180,g65,+
g226,g65,+
g458,g65,+
g531,g65,+
g545,g65,+
g641,g65,+
g705,g65,+
g731,g65,+
g850,g65,+
g879,g65,+
g1244,g65,+
g1294,g65,+
g1349,g65,+
g1354,g65,+
g1361,g65,+
g22,g66,+
g162,g66,+
g176,g66,+
g181,g66,+
g215,g66,+
g233,g66,+
g302,g66,+
g412,g66,+
g480,g66,+
g513,g66,+
g621,g66,+
g712,g66,+
g961,g66,+
g1059,g66,+
g1105,g66,+
g1244,g66,+
g1253,g66,+
g90,g67,+
g138,g67,+
g162,g67,+
g232,g67,+
g398,g67,+
g592,g67,+
g678,g67,+
g900,g67,+
g935,g67,+
g1048,g67,+
g1116,g67,+
g1229,g67,+
g1273,g67,+
g1325,g67,+
g36,g68,+
g171,g68,+
g365,g68,+
g504,g68,+
g533,g68,+
g588,g68,+
g605,g68,+
g825,g68,+
g834,g68,+
g890,g68,+
g892,g68,+
g900,g68,+
g908,g68,+
g1156,g68,+
g1189,g68,+
g1198,g68,+
g1360,g68,+
g78,g69,+
g97,g69,+
g118,g69,+
g501,g69,+
g563,g69,+
g917,g69,+
g925,g69,+
g1142,g69,+
g1234,g69,+
g1239,g69,+
g1280,g69,+
g1432,g69,+
g1433,g69,+
g1478,g69,+
g59,g70,+
g111,g70,+
g322,g70,+
g376,g70,+
g467,g70,+
g625,g70,+
g1191,g70,+
g1236,g70,+
g1289,g70,+
g1343,g70,+
g1387,g70,+
g111,g71,+
g241,g71,+
g365,g71,+
g447,g71,+
g579,g71,+
g967,g71,+
g1097,g71,+
g1345,g71,+
g1348,g71,+
g1486,g71,+
g32,g72,+
g45,g72,+
g50,g72,+
g130,g72,+
g192,g72,+
g201,g72,+
g324,g72,+
g398,g72,+
g673,g72,+
g688,g72,+
g707,g72,+
g797,g72,+
g843,g72,+
g1038,g72,+
g1117,g72,+
g1143,g72,+
g1160,g72,+
g1228,g72,+
g1320,g72,+
g1450,g72,+
g3,g73,+
g20,g73,+
g56,g73,+
g293,g73,+
g370,g73,+
g401,g73,+
g413,g73,+
g422,g73,+
g486,g73,+
g672,g73,+
g1234,g73,+
g1259,g73,+
g39,g74,+
g189,g74,+
g273,g74,+
g276,g74,+
g475,g74,+
g500,g74,+
g620,g74,+
g708,g74,+
g713,g74,+
g798,g74,+
g1165,g74,+
g1202,g74,+
g1217,g74,+
g1236,g74,+
g1380,g74,+
g1414,g74,+
g1433,g74,+
g1454,g74,+
g14,g75,+
g223,g75,+
g399,g75,+
g422,g75,+
g545,g75,+
g605,g75,+
g702,g75,+
g797,g75,+
g820,g75,+
g917,g75,+
g974,g75,+
g1183,g75,+
g1229,g75,+
g1451,g75,+
g1488,g75,+
g1489,g75,+
g1491,g75,+
g97,g76,+
g166,g76,+
g296,g76,+
g377,g76,+
g486,g76,+
g687,g76,+
g783,g76,+
g805,g76,+
g815,g76,+
g1143,g76,+
g1379,g76,+
g525,g77,+
g573,g77,+
g917,g77,+
g986,g77,+
g1016,g77,+
g1046,g77,+
g1134,g77,+
g1309,g77,+
g1336,g77,+
g1434,g77,+
g66,g78,+
g166,g78,+
g413,g78,+
g414,g78,+
g501,g78,+
g528,g78,+
g945,g78,+
g1108,g78,+
g1235,g78,+
g1350,g78,+
g1375,g78,+
g1389,g78,+
g1430,g78,+
g1486,g78,+
g19,g79,+
g186,g79,+
g261,g79,+
g310,g79,+
g564,g79,+
g592,g79,+
g608,g79,+
g702,g79,+
g836,g79,+
g841,g79,+
g880,g79,+
g1306,g79,+
g1388,g79,+
g1460,g79,+
g60,g80,+
g273,g80,+
g321,g80,+
g432,g80,+
g499,g80,+
g544,g80,+
g641,g80,+
g770,g80,+
g915,g80,+
g1039,g80,+
g1063,g80,+
g1085,g80,+
g1135,g80,+
g1157,g80,+
g1196,g80,+
g1250,g80,+
g1345,g80,+
g1478,g80,+
g1489,g80,+
g115,g81,+
g167,g81,+
g246,g81,+
g252,g81,+
g327,g81,+
g396,g81,+
g544,g81,+
g844,g81,+
g935,g81,+
g1045,g81,+
g1137,g81,+
g1198,g81,+
g1306,g81,+
g1314,g81,+
g1404,g81,+
g1409,g81,+
g1432,g81,+
g1459,g81,+
g246,g82,+
g292,g82,+
g334,g82,+
g345,g82,+
g461,g82,+
g524,g82,+
g528,g82,+
g840,g82,+
g880,g82,+
g1132,g82,+
g1163,g82,+
g1224,g82,+
g71,g83,+
g145,g83,+
g171,g83,+
g192,g83,+
g208,g83,+
g250,g83,+
g424,g83,+
g580,g83,+
g606,g83,+
g694,g83,+
g699,g83,+
g713,g83,+
g880,g83,+
g997,g83,+
g1193,g83,+
g1410,g83,+
g1456,g83,+
g1460,g83,+
g1488,g83,+
g4,g84,+
g34,g84,+
g178,g84,+
g184,g84,+
g213,g84,+
g232,g84,+
g240,g84,+
g320,g84,+
g332,g84,+
g502,g84,+
g536,g84,+
g554,g84,+
g642,g84,+
g903,g84,+
g1086,g84,+
g1186,g84,+
g1343,g84,+
g1476,g84,+
g1488,g84,+
g18,g85,+
g53,g85,+
g435,g85,+
g465,g85,+
g473,g85,+
g561,g85,+
g588,g85,+
g823,g85,+
g853,g85,+
g868,g85,+
g896,g85,+
g915,g85,+
g930,g85,+
g1044,g85,+
g1062,g85,+
g1158,g85,+
g1217,g85,+
g54,g86,+
g320,g86,+
g378,g86,+
g424,g86,+
g445,g86,+
g484,g86,+
g519,g86,+
g621,g86,+
g687,g86,+
g797,g86,+
g809,g86,+
g921,g86,+
g997,g86,+
g1016,g86,+
g1031,g86,+
g1080,g86,+
g1246,g86,+
g1456,g86,+
g1478,g86,+
g174,g87,+
g201,g87,+
g251,g87,+
g580,g87,+
g686,g87,+
g710,g87,+
g1075,g87,+
g1190,g87,+
g1347,g87,+
g1450,g87,+
g1489,g87,+
g36,g88,+
g61,g88,+
g144,g88,+
g189,g88,+
g373,g88,+
g419,g88,+
g501,g88,+
g505,g88,+
g664,g88,+
g666,g88,+
g687,g88,+
g702,g88,+
g773,g88,+
g774,g88,+
g978,g88,+
g1090,g88,+
g1165,g88,+
g1188,g88,+
g1315,g88,+
g1494,g88,+
g59,g89,+
g68,g89,+
g90,g89,+
g101,g89,+
g213,g89,+
g219,g89,+
g261,g89,+
g447,g89,+
g533,g89,+
g535,g89,+
g621,g89,+
g656,g89,+
g722,g89,+
g760,g89,+
g860,g89,+
g1050,g89,+
g1180,g89,+
g1498,g89,+
g5,g90,+
g78,g90,+
g89,g90,+
g167,g90,+
g171,g90,+
g296,g90,+
g400,g90,+
g650,g90,+
g809,g90,+
g817,g90,+
g1143,g90,+
g1144,g90,+
g1234,g90,+
g1304,g90,+
g1314,g90,+
g1423,g90,+
g1466,g90,+
g1485,g90,+
g246,g91,+
g278,g91,+
g318,g91,+
g722,g91,+
g860,g91,+
g896,g91,+
g946,g91,+
g958,g91,+
g1039,g91,+
g1051,g91,+
g1105,g91,+
g1160,g91,+
g1213,g91,+
g1416,g91,+
g1422,g91,+
g1428,g91,+
g1491,g91,+
g13,g92,+
g174,g92,+
g280,g92,+
g365,g92,+
g400,g92,+
g729,g92,+
g744,g92,+
g930,g92,+
g1109,g92,+
g1188,g92,+
g1276,g92,+
g1388,g92,+
g1409,g92,+
g1459,g92,+
g49,g93,+
g56,g93,+
g115,g93,+
g298,g93,+
g349,g93,+
g645,g93,+
g692,g93,+
g693,g93,+
g743,g93,+
g751,g93,+
g760,g93,+
g779,g93,+
g909,g93,+
g1296,g93,+
g1315,g93,+
g1409,g93,+
g8,g94,+
g82,g94,+
g162,g94,+
g326,g94,+
g568,g94,+
g833,g94,+
g1001,g94,+
g1156,g94,+
g16,g95,+
g223,g95,+
g334,g95,+
g608,g95,+
g660,g95,+
g699,g95,+
g759,g95,+
g958,g95,+
g1027,g95,+
g1037,g95,+
g1235,g95,+
g1336,g95,+
g1467,g95,+
g217,g96,+
g273,g96,+
g292,g96,+
g426,g96,+
g504,g96,+
g734,g96,+
g748,g96,+
g911,g96,+
g992,g96,+
g1116,g96,+
g1208,g96,+
g1229,g96,+
g1428,g96,+
g1478,g96,+
g189,g97,+
g241,g97,+
g629,g97,+
g645,g97,+
g833,g97,+
g1074,g97,+
g1183,g97,+
g1239,g97,+
g1253,g97,+
g1284,g97,+
g1350,g97,+
g1421,g97,+
g1428,g97,+
g1432,g97,+
g1445,g97,+
g1459,g97,+
g17,g98,+
g20,g98,+
g45,g98,+
g153,g98,+
g252,g98,+
g414,g98,+
g438,g98,+
g688,g98,+
g774,g98,+
g952,g98,+
g1006,g98,+
g1086,g98,+
g1196,g98,+
g1276,g98,+
g1437,g98,+
g90,g99,+
g101,g99,+
g280,g99,+
g292,g99,+
g435,g99,+
g639,g99,+
g879,g99,+
g1029,g99,+
g1062,g99,+
g1135,g99,+
g1158,g99,+
g1196,g99,+
g1207,g99,+
g1406,g99,+
g1419,g99,+
g1438,g99,+
g1440,g99,+
g1489,g99,+
g123,g100,+
g376,g100,+
g436,g100,+
g514,g100,+
g608,g100,+
g991,g100,+
g1363,g100,+
g1403,g100,+
g1437,g100,+
g157,g101,+
g338,g101,+
g501,g101,+
g740,g101,+
g774,g101,+
g807,g101,+
g824,g101,+
g831,g101,+
g946,g101,+
g1098,g101,+
g1276,g101,+
g75,g102,+
g345,g102,+
g521,g102,+
g534,g102,+
g535,g102,+
g544,g102,+
g698,g102,+
g750,g102,+
g758,g102,+
g767,g102,+
g774,g102,+
g824,g102,+
g867,g102,+
g1072,g102,+
g1186,g102,+
g1191,g102,+
g1289,g102,+
g1350,g102,+
g1403,g102,+
g1441,g102,+
g1469,g102,+
g73,g103,+
g162,g103,+
g178,g103,+
g374,g103,+
g414,g103,+
g544,g103,+
g592,g103,+
g921,g103,+
g944,g103,+
g1065,g103,+
g1155,g103,+
g1254,g103,+
g1469,g103,+
g114,g104,+
g138,g104,+
g164,g104,+
g174,g104,+
g177,g104,+
g272,g104,+
g399,g104,+
g512,g104,+
g839,g104,+
g850,g104,+
g1014,g104,+
g1191,g104,+
g1205,g104,+
g1379,g104,+
g1380,g104,+
g1452,g104,+
g327,g105,+
g412,g105,+
g480,g105,+
g603,g105,+
g708,g105,+
g716,g105,+
g758,g105,+
g1018,g105,+
g1037,g105,+
g1063,g105,+
g1199,g105,+
g1202,g105,+
g1314,g105,+
g41,g106,+
g422,g106,+
g588,g106,+
g672,g106,+
g742,g106,+
g831,g106,+
g876,g106,+
g1096,g106,+
g1177,g106,+
g1298,g106,+
g1331,g106,+
g1350,g106,+
g1454,g106,+
g1489,g106,+
g35,g107,+
g201,g107,+
g215,g107,+
g242,g107,+
g317,g107,+
g318,g107,+
g527,g107,+
g816,g107,+
g916,g107,+
g1005,g107,+
g1438,g107,+
g201,g108,+
g219,g108,+
g310,g108,+
g334,g108,+
g510,g108,+
g594,g108,+
g688,g108,+
g893,g108,+
g930,g108,+
g1121,g108,+
g1125,g108,+
g1244,g108,+
g112,g109,+
g157,g109,+
g422,g109,+
g580,g109,+
g726,g109,+
g915,g109,+
g971,g109,+
g1300,g109,+
g1325,g109,+
g1393,g109,+
g1418,g109,+
g1430,g109,+
g1491,g109,+
g137,g110,+
g260,g110,+
g268,g110,+
g592,g110,+
g836,g110,+
g997,g110,+
g1045,g110,+
g1144,g110,+
g1319,g110,+
g1358,g110,+
g1369,g110,+
g1370,g110,+
g1375,g110,+
g1414,g110,+
g1428,g110,+
g1440,g110,+
g1486,g110,+
g41,g111,+
g143,g111,+
g203,g111,+
g232,g111,+
g400,g111,+
g438,g111,+
g486,g111,+
g579,g111,+
g734,g111,+
g855,g111,+
g928,g111,+
g935,g111,+
g941,g111,+
g1239,g111,+
g1319,g111,+
g1423,g111,+
g111,g112,+
g414,g112,+
g444,g112,+
g554,g112,+
g574,g112,+
g707,g112,+
g811,g112,+
g923,g112,+
g1312,g112,+
g112,g113,+
g171,g113,+
g276,g113,+
g314,g113,+
g337,g113,+
g474,g113,+
g545,g113,+
g634,g113,+
g651,g113,+
g716,g113,+
g809,g113,+
g846,g113,+
g896,g113,+
g902,g113,+
g1046,g113,+
g1075,g113,+
g1199,g113,+
g1298,g113,+
g1336,g113,+
g35,g114,+
g93,g114,+
g104,g114,+
g193,g114,+
