Gene  Rule 
g20    ( g7 or g8 or g79 or g115 or g256 or g263 or g283 or g329 or g402 or g454 or g464 or g523 or g608 or g642 or g664 or g741 or g805 or g860 or g914 or g922 or g1165 or g1263 or g1387 or g1441 )
g21    ( g134 or g378 or g487 or g529 or g601 or g611 or g622 or g629 or g898 or g1172 or g1176 or g1204 or g1275 or g1285 or g1286 or g1417 or g1420 or g1424 )
g22    ( g37 or g61 or g145 or g250 or g348 or g354 or g743 or g757 or g788 or g911 or g997 or g1071 or g1208 or g1223 or g1315 or g1417 or g1434 or g1439 or g1441 or g1444 )
g23    ( g52 or g128 or g427 or g471 or g477 or g493 or g605 or g722 or g1013 or g1183 or g1253 or g1318 or g1374 or g1435 or g1464 or g1466 )
g24    ( g1 or g82 or g156 or g321 or g495 or g502 or g513 or g649 or g709 or g786 or g791 or g1023 or g1116 or g1145 or g1275 or g1304 )
g25    ( g22 or g167 or g203 or g232 or g419 or g440 or g658 or g1009 or g1220 or g1295 or g1362 or g1369 )
g26    ( g89 or g93 or g247 or g427 or g451 or g474 or g509 or g586 or g739 or g798 or g879 or g884 or g887 or g915 or g916 or g982 or g1075 or g1109 or g1122 or g1169 or g1276 or g1279 or g1334 or g1388 )
g27    ( g138 or g301 or g338 or g373 or g412 or g437 or g503 or g504 or g566 or g618 or g659 or g973 or g986 or g1022 or g1023 or g1442 )
g28    ( g72 or g108 or g136 or g202 or g240 or g310 or g605 or g666 or g859 or g953 or g961 or g989 or g1451 )
g29    ( g94 or g112 or g194 or g210 or g251 or g347 or g388 or g403 or g654 or g699 or g704 or g857 or g903 or g956 or g992 or g1133 or g1137 or g1185 or g1393 or g1429 )
g30    ( g81 or g98 or g338 or g368 or g374 or g415 or g542 or g587 or g641 or g678 or g700 or g748 or g849 or g894 or g925 or g961 or g965 or g996 or g1015 or g1037 or g1075 or g1081 or g1103 or g1222 or g1243 or g1263 or g1301 or g1352 or g1368 or g1403 or g1494 )
g31    ( g314 or g338 or g349 or g423 or g463 or g492 or g529 or g534 or g541 or g556 or g580 or g661 or g690 or g709 or g841 or g887 or g895 or g1007 or g1160 or g1171 or g1177 or g1210 or g1234 or g1247 or g1319 or g1406 or g1428 or g1448 )
g32    ( g78 or g202 or g320 or g330 or g416 or g495 or g562 or g610 or g840 or g1113 or g1124 or g1131 or g1259 or g1283 or g1436 or g1459 or g1468 )
g33    ( g22 or g46 or g74 or g160 or g214 or g241 or g255 or g285 or g296 or g308 or g321 or g347 or g424 or g605 or g660 or g662 or g702 or g887 or g1075 or g1082 or g1111 or g1308 or g1349 or g1419 or g1428 or g1455 )
g34    ( g207 or g256 or g284 or g300 or g431 or g452 or g474 or g510 or g560 or g576 or g615 or g617 or g755 or g762 or g853 or g1133 or g1264 or g1337 or g1440 or g1448 or g1464 or g1476 )
g35    ( g23 or g27 or g171 or g344 or g507 or g576 or g688 or g700 or g788 or g823 or g918 or g1242 or g1324 )
g36    ( g35 or g50 or g358 or g527 or g578 or g579 or g584 or g621 or g658 or g791 or g909 or g975 or g978 or g1040 or g1055 or g1134 or g1423 )
g37    ( g43 or g103 or g158 or g170 or g359 or g437 or g566 or g628 or g688 or g773 or g782 or g819 or g823 or g1001 or g1268 or g1375 or g1390 or g1500 )
g38    ( g275 or g297 or g334 or g342 or g424 or g452 or g800 or g855 or g971 or g1079 or g1118 or g1256 or g1362 or g1376 or g1489 )
g39    ( g143 or g171 or g284 or g298 or g572 or g623 or g690 or g750 or g775 or g905 or g926 or g1033 or g1135 or g1250 or g1321 or g1468 or g1473 or g1476 or g1493 )
g40    ( g41 or g108 or g153 or g355 or g388 or g426 or g471 or g528 or g633 or g953 or g991 or g1238 or g1336 or g1443 or g1451 )
g41    ( g18 or g198 or g225 or g522 or g566 or g575 or g609 or g610 or g724 or g765 or g835 or g964 or g1061 or g1275 or g1403 or g1437 or g1500 )
g42    ( g45 or g73 or g102 or g211 or g250 or g253 or g291 or g311 or g343 or g356 or g381 or g530 or g562 or g633 or g639 or g692 or g759 or g824 or g887 or g980 or g1009 or g1206 or g1228 or g1342 or g1375 )
g43    ( g71 or g145 or g150 or g159 or g321 or g324 or g561 or g575 or g584 or g685 or g772 or g853 or g923 or g980 or g1018 or g1027 or g1103 or g1224 or g1254 or g1295 or g1405 )
g44    ( g23 or g77 or g101 or g131 or g185 or g197 or g406 or g475 or g594 or g820 or g839 or g985 or g997 or g999 or g1052 or g1135 or g1155 or g1176 or g1292 or g1420 or g1445 or g1491 )
g45    ( g72 or g79 or g182 or g336 or g435 or g437 or g640 or g803 or g849 or g875 or g938 or g980 or g984 or g1000 or g1002 or g1249 )
g46    ( g103 or g111 or g160 or g170 or g236 or g254 or g273 or g389 or g487 or g580 or g610 or g627 or g700 or g938 or g1020 or g1070 or g1088 or g1146 or g1148 or g1174 or g1219 or g1273 or g1293 or g1410 or g1458 )
g47    ( g121 or g327 or g484 or g520 or g698 or g711 or g742 or g762 or g794 or g934 or g1195 or g1215 or g1272 or g1401 or g1415 or g1441 or g1473 )
g48    ( g22 or g52 or g131 or g224 or g229 or g450 or g467 or g607 or g647 or g786 or g921 or g970 or g1032 or g1055 or g1095 or g1096 )
g49    ( g75 or g202 or g310 or g349 or g380 or g476 or g520 or g613 or g630 or g691 or g709 or g771 or g905 or g944 or g1033 or g1100 or g1116 or g1145 or g1239 or g1322 or g1428 or g1486 )
g50    ( g206 or g232 or g366 or g395 or g451 or g569 or g605 or g725 or g945 or g967 or g1116 or g1238 or g1381 or g1451 )
g51    ( g53 or g84 or g129 or g232 or g267 or g303 or g333 or g412 or g441 or g457 or g611 or g672 or g697 or g702 or g727 or g729 or g828 or g939 or g994 or g1233 or g1272 or g1433 )
g52    ( g123 or g437 or g450 or g479 or g551 or g571 or g708 or g787 or g848 or g864 or g930 or g947 or g970 or g1097 or g1135 or g1268 or g1432 )
g53    ( g88 or g176 or g375 or g440 or g517 or g544 or g572 or g640 or g733 or g811 or g866 or g1066 or g1158 or g1201 or g1260 or g1272 )
g54    ( g16 or g72 or g181 or g202 or g273 or g328 or g433 or g456 or g564 or g579 or g616 or g673 or g684 or g774 or g813 or g872 or g902 or g1017 or g1118 or g1132 or g1187 or g1278 or g1304 or g1306 or g1400 )
g55    ( g20 or g112 or g445 or g465 or g592 or g683 or g701 or g809 or g976 or g981 or g1007 or g1030 or g1069 or g1082 or g1285 or g1478 )
g56    ( g4 or g49 or g61 or g204 or g209 or g245 or g334 or g489 or g514 or g666 or g1064 or g1169 or g1220 or g1224 or g1225 or g1301 or g1317 or g1344 )
g57    ( g83 or g98 or g103 or g186 or g194 or g270 or g326 or g354 or g489 or g492 or g512 or g523 or g572 or g591 or g628 or g780 or g785 or g820 or g842 or g999 or g1065 or g1087 or g1176 or g1268 or g1383 or g1444 or g1452 or g1478 or g1482 or g1485 or g1499 )
g58    ( g31 or g111 or g140 or g193 or g250 or g299 or g344 or g592 or g598 or g697 or g705 or g726 or g922 or g977 or g1157 or g1248 or g1320 or g1403 or g1460 )
g59    ( g188 or g258 or g262 or g552 or g696 or g725 or g824 or g975 or g1030 or g1031 or g1057 or g1125 or g1254 or g1266 or g1300 or g1329 or g1335 or g1344 or g1443 or g1491 )
g60    ( g61 or g67 or g125 or g160 or g186 or g472 or g523 or g580 or g662 or g686 or g840 or g854 or g921 or g942 or g955 or g1015 or g1117 or g1174 or g1230 or g1334 )
g61    ( g41 or g53 or g75 or g99 or g238 or g318 or g329 or g332 or g418 or g518 or g551 or g645 or g717 or g824 or g871 or g929 or g1029 or g1123 or g1286 or g1477 )
g62    ( g2 or g42 or g92 or g218 or g233 or g319 or g324 or g439 or g442 or g543 or g562 or g572 or g633 or g643 or g664 or g849 or g858 or g890 or g904 or g915 or g1077 or g1358 or g1392 )
g63    ( g183 or g191 or g368 or g656 or g666 or g671 or g708 or g797 or g817 or g908 or g957 or g960 or g972 or g1049 or g1085 or g1223 or g1273 or g1485 )
g64    ( g126 or g135 or g196 or g285 or g318 or g355 or g359 or g375 or g379 or g387 or g410 or g432 or g453 or g511 or g581 or g657 or g729 or g731 or g889 or g948 or g1112 or g1149 or g1314 or g1320 or g1332 or g1348 or g1412 )
g65    ( g50 or g55 or g115 or g273 or g478 or g506 or g523 or g574 or g759 or g883 or g888 or g937 or g1071 or g1174 or g1175 or g1249 or g1285 or g1349 or g1364 or g1430 )
g66    ( g39 or g222 or g316 or g880 or g881 or g1024 or g1057 or g1233 or g1347 or g1386 )
g67    ( g1 or g8 or g162 or g353 or g359 or g368 or g417 or g471 or g472 or g750 or g789 or g805 or g846 or g935 or g937 or g944 or g1016 or g1042 or g1069 or g1150 or g1243 or g1271 or g1344 or g1420 or g1447 or g1490 or g1498 )
g68    ( g1 or g113 or g163 or g264 or g273 or g303 or g366 or g433 or g463 or g465 or g608 or g821 or g835 or g840 or g946 or g968 or g992 or g1021 or g1302 or g1370 or g1459 or g1482 )
g69    ( g246 or g334 or g337 or g376 or g480 or g518 or g567 or g655 or g722 or g828 or g846 or g877 or g1075 or g1134 or g1162 or g1232 or g1244 or g1390 or g1404 or g1477 )
g70    ( g52 or g57 or g159 or g170 or g314 or g454 or g521 or g646 or g787 or g811 or g879 or g1070 or g1091 or g1092 or g1163 or g1202 or g1258 or g1364 )
g71    ( g1 or g98 or g100 or g101 or g123 or g217 or g282 or g321 or g333 or g397 or g555 or g699 or g716 or g888 or g963 or g975 or g1094 or g1123 or g1301 or g1356 or g1420 or g1496 )
g72    ( g7 or g25 or g189 or g235 or g237 or g348 or g350 or g444 or g450 or g453 or g660 or g808 or g819 or g916 or g938 or g939 or g957 or g1018 or g1088 or g1093 or g1118 or g1130 or g1169 or g1187 or g1259 or g1372 or g1412 or g1475 or g1484 )
g73    ( g4 or g288 or g317 or g604 or g804 or g809 or g924 or g1218 )
g74    ( g98 or g154 or g162 or g295 or g309 or g350 or g383 or g750 or g770 or g887 or g895 or g1122 or g1162 or g1168 or g1170 or g1385 or g1392 or g1400 or g1412 )
g75    ( g19 or g96 or g201 or g265 or g390 or g410 or g423 or g467 or g587 or g601 or g636 or g651 or g697 or g822 or g890 or g916 or g1023 or g1051 or g1088 or g1133 or g1314 )
g76    ( g186 or g253 or g300 or g606 or g676 or g722 or g970 or g997 or g1103 or g1243 or g1274 or g1382 or g1471 )
g77    ( g29 or g76 or g81 or g170 or g199 or g340 or g351 or g380 or g435 or g521 or g550 or g563 or g624 or g775 or g776 or g905 or g924 or g1020 or g1025 or g1120 or g1122 or g1330 or g1392 )
g78    ( g13 or g33 or g104 or g123 or g151 or g354 or g505 or g536 or g641 or g650 or g821 or g1102 or g1115 or g1236 or g1251 or g1311 or g1495 )
g79    ( g209 or g253 or g266 or g374 or g437 or g605 or g751 or g822 or g848 or g858 or g930 or g976 or g984 or g1078 or g1088 or g1309 or g1318 or g1429 or g1500 )
g80    ( g171 or g182 or g240 or g491 or g733 or g792 or g852 or g873 or g1041 or g1073 or g1265 or g1324 or g1371 or g1383 or g1420 )
g81    ( g13 or g146 or g182 or g251 or g308 or g462 or g503 or g504 or g549 or g577 or g605 or g641 or g799 or g942 or g1004 or g1084 or g1087 or g1099 or g1179 or g1364 or g1427 or g1432 )
g82    ( g161 or g305 or g391 or g444 or g491 or g540 or g707 or g793 or g841 or g847 or g999 or g1046 or g1057 or g1085 or g1181 or g1300 or g1331 or g1385 or g1439 )
g83    ( g48 or g210 or g293 or g438 or g578 or g730 or g739 or g880 or g963 or g971 or g972 or g987 or g1181 or g1452 )
g84    ( g101 or g124 or g208 or g500 or g678 or g730 or g831 or g1006 or g1069 or g1150 or g1182 or g1244 or g1437 )
g85    ( g42 or g243 or g311 or g330 or g366 or g408 or g541 or g689 or g735 or g763 or g780 or g790 or g896 or g917 or g936 or g953 or g1007 or g1015 or g1022 or g1029 or g1071 or g1130 or g1437 )
g86    ( g145 or g207 or g288 or g312 or g437 or g484 or g517 or g732 or g762 or g814 or g846 or g975 or g990 or g1129 or g1164 or g1184 or g1466 )
g87    ( g115 or g156 or g164 or g249 or g405 or g508 or g547 or g561 or g578 or g597 or g695 or g727 or g737 or g913 or g1070 or g1107 or g1158 or g1189 or g1292 or g1321 or g1324 or g1369 or g1380 or g1423 )
g88    ( g121 or g214 or g271 or g578 or g651 or g661 or g696 or g701 or g707 or g722 or g763 or g888 or g915 or g986 or g1146 or g1215 or g1327 or g1474 )
g89    ( g4 or g30 or g129 or g135 or g290 or g300 or g322 or g328 or g597 or g689 or g772 or g862 or g1079 or g1109 or g1111 or g1316 )
g90    ( g61 or g111 or g303 or g380 or g413 or g467 or g507 or g536 or g549 or g578 or g642 or g690 or g805 or g836 or g1048 or g1126 or g1208 or g1224 or g1238 or g1280 or g1282 or g1333 )
g91    ( g219 or g314 or g371 or g374 or g540 or g596 or g657 or g809 or g821 or g873 or g992 or g1009 or g1215 or g1261 or g1282 or g1312 or g1316 or g1338 or g1467 or g1483 )
g92    ( g54 or g100 or g397 or g438 or g450 or g491 or g515 or g674 or g716 or g734 or g790 or g817 or g841 or g859 or g986 or g996 or g1067 or g1102 or g1154 or g1176 or g1210 or g1213 or g1364 or g1395 or g1441 or g1497 )
g93    ( g22 or g143 or g157 or g212 or g292 or g388 or g501 or g512 or g799 or g829 or g907 or g928 or g995 or g1015 or g1028 or g1070 or g1084 or g1179 or g1193 or g1211 or g1265 or g1310 )
g94    ( g107 or g212 or g320 or g554 or g694 or g713 or g782 or g887 or g923 or g932 or g947 or g1034 or g1056 or g1314 or g1439 )
g95    ( g58 or g170 or g292 or g351 or g411 or g555 or g625 or g709 or g814 or g852 or g889 or g909 or g929 or g983 or g1083 or g1104 or g1108 or g1116 or g1124 or g1131 or g1286 or g1315 or g1341 or g1367 or g1427 or g1444 )
g96    ( g333 or g373 or g428 or g432 or g498 or g516 or g594 or g604 or g768 or g807 or g823 or g989 or g1119 or g1216 or g1352 or g1357 )
g97    ( g222 or g350 or g452 or g550 or g643 or g760 or g826 or g834 or g888 or g977 or g1200 or g1209 or g1402 or g1484 )
g98    ( g41 or g139 or g143 or g242 or g311 or g367 or g460 or g525 or g526 or g540 or g705 or g788 or g825 or g893 or g943 or g945 or g1121 or g1303 or g1373 or g1497 )
g99    ( g35 or g63 or g184 or g189 or g198 or g219 or g319 or g326 or g352 or g361 or g366 or g374 or g528 or g574 or g664 or g729 or g747 or g816 or g849 or g859 or g875 or g898 or g959 or g998 or g999 or g1126 or g1199 or g1322 or g1324 or g1361 or g1393 or g1475 or g1492 or g1500 )
g100    ( g109 or g220 or g333 or g535 or g687 or g739 or g847 or g889 or g918 or g924 or g973 or g1006 or g1059 or g1160 or g1197 or g1201 or g1242 or g1291 or g1293 or g1404 or g1451 )
g101    ( g13 or g103 or g188 or g219 or g525 or g566 or g615 or g627 or g642 or g723 or g729 or g831 or g867 or g1062 or g1087 or g1196 or g1291 or g1426 or g1433 or g1475 or g1488 )
g102    ( g173 or g216 or g263 or g333 or g419 or g652 or g659 or g686 or g881 or g943 or g972 or g1206 or g1253 or g1306 or g1394 )
g103    ( g169 or g186 or g278 or g506 or g588 or g621 or g631 or g769 or g842 or g872 or g970 or g981 or g1066 or g1164 or g1182 or g1207 or g1262 or g1280 or g1290 or g1355 or g1375 or g1401 or g1446 )
g104    ( g33 or g84 or g112 or g141 or g439 or g568 or g581 or g594 or g658 or g694 or g709 or g737 or g848 or g938 or g1028 or g1075 or g1196 or g1372 or g1377 or g1383 or g1491 )
g105    ( g13 or g94 or g131 or g173 or g180 or g199 or g233 or g239 or g348 or g353 or g378 or g382 or g409 or g421 or g574 or g622 or g642 or g691 or g707 or g819 or g966 or g999 or g1007 or g1131 or g1313 or g1357 or g1375 or g1400 )
g106    ( g12 or g49 or g72 or g98 or g123 or g146 or g204 or g272 or g302 or g349 or g399 or g443 or g621 or g670 or g671 or g781 or g813 or g848 or g874 or g884 or g904 or g987 or g1045 or g1070 or g1093 or g1095 or g1111 or g1146 or g1188 or g1242 or g1295 or g1429 )
g107    ( g71 or g134 or g183 or g203 or g392 or g412 or g661 or g1094 or g1112 or g1117 or g1391 or g1412 or g1415 )
g108    ( g30 or g174 or g187 or g235 or g258 or g395 or g472 or g514 or g659 or g669 or g714 or g752 or g761 or g796 or g964 or g1052 or g1139 or g1145 or g1172 or g1278 or g1301 or g1363 or g1366 or g1497 )
g109    ( g17 or g21 or g22 or g97 or g106 or g157 or g225 or g236 or g275 or g396 or g447 or g528 or g609 or g639 or g679 or g836 or g938 or g1261 or g1368 )
g110    ( g32 or g54 or g270 or g370 or g467 or g485 or g499 or g607 or g622 or g732 or g734 or g768 or g1065 or g1385 or g1438 )
g111    ( g32 or g48 or g66 or g233 or g239 or g379 or g440 or g446 or g526 or g776 or g901 or g1046 or g1111 or g1113 or g1137 or g1160 or g1209 or g1310 or g1340 or g1396 or g1411 )
g112    ( g84 or g89 or g229 or g256 or g312 or g318 or g338 or g677 or g914 or g994 or g1060 or g1242 or g1266 or g1357 )
g113    ( g9 or g17 or g116 or g159 or g192 or g249 or g276 or g309 or g351 or g452 or g558 or g578 or g664 or g745 or g783 or g826 or g841 or g918 or g1032 or g1040 or g1049 or g1200 or g1358 or g1359 or g1445 )
g114    ( g95 or g166 or g291 or g311 or g312 or g388 or g397 or g425 or g481 or g540 or g566 or g632 or g754 or g934 or g1084 or g1093 or g1213 or g1214 or g1340 or g1358 or g1413 or g1476 )
g115    ( g8 or g84 or g170 or g210 or g212 or g261 or g312 or g323 or g480 or g554 or g799 or g807 or g851 or g993 or g1059 or g1071 or g1094 or g1110 or g1145 or g1174 or g1343 or g1433 or g1446 or g1489 )
g116    ( g28 or g134 or g143 or g275 or g308 or g328 or g434 or g447 or g562 or g590 or g591 or g619 or g636 or g697 or g743 or g804 or g811 or g869 or g964 or g1048 or g1104 or g1274 or g1336 )
g117    ( g45 or g140 or g207 or g240 or g327 or g353 or g396 or g419 or g499 or g514 or g573 or g599 or g609 or g642 or g659 or g664 or g667 or g844 or g963 or g1154 or g1196 or g1226 or g1236 or g1244 or g1325 or g1398 or g1475 )
g118    ( g33 or g51 or g135 or g161 or g266 or g416 or g617 or g655 or g664 or g681 or g829 or g1024 or g1072 or g1075 or g1110 or g1189 or g1276 )
g119    ( g239 or g378 or g554 or g614 or g743 or g774 or g791 or g844 or g959 or g1034 or g1055 or g1093 or g1127 or g1276 or g1282 or g1379 or g1438 )
g120    ( g14 or g104 or g133 or g203 or g244 or g489 or g501 or g579 or g634 or g670 or g724 or g727 or g754 or g755 or g791 or g990 or g1145 or g1166 or g1204 or g1208 or g1244 or g1386 or g1404 or g1462 or g1482 )
g121    ( g101 or g142 or g148 or g400 or g415 or g433 or g481 or g528 or g541 or g556 or g600 or g722 or g729 or g773 or g794 or g952 or g967 or g978 or g1006 or g1110 or g1131 or g1246 or g1250 or g1302 or g1343 or g1377 or g1415 )
g122    ( g51 or g204 or g245 or g316 or g327 or g493 or g589 or g597 or g631 or g676 or g744 or g790 or g867 or g908 or g1013 or g1014 or g1111 or g1141 or g1235 or g1327 or g1388 or g1474 )
g123    ( g51 or g362 or g453 or g649 or g722 or g1431 or g1469 )
g124    ( g3 or g126 or g287 or g432 or g542 or g603 or g639 or g683 or g723 or g813 or g871 or g930 or g935 or g1096 or g1152 or g1338 )
g125    ( g95 or g106 or g207 or g255 or g324 or g347 or g428 or g440 or g462 or g514 or g516 or g593 or g598 or g614 or g645 or g722 or g727 or g857 or g871 or g934 or g959 or g976 or g1012 or g1142 or g1203 or g1321 or g1358 or g1368 or g1452 or g1462 )
g126    ( g12 or g46 or g66 or g164 or g178 or g259 or g260 or g340 or g381 or g416 or g733 or g739 or g1066 or g1104 or g1106 or g1132 or g1152 or g1384 or g1420 or g1443 )
g127    ( g9 or g22 or g54 or g97 or g247 or g251 or g487 or g607 or g805 or g831 or g874 or g964 or g1091 or g1103 or g1105 or g1172 or g1404 )
g128    ( g25 or g40 or g145 or g241 or g254 or g282 or g287 or g368 or g405 or g453 or g607 or g630 or g709 or g746 or g846 or g869 or g871 or g880 or g886 or g896 or g988 or g1035 or g1195 or g1345 or g1395 or g1440 )
g129    ( g4 or g48 or g57 or g248 or g339 or g437 or g462 or g497 or g502 or g536 or g561 or g596 or g613 or g846 or g876 or g1163 or g1206 or g1260 or g1278 or g1282 or g1299 or g1330 or g1379 or g1418 or g1469 or g1494 )
g130    ( g68 or g76 or g84 or g174 or g285 or g395 or g487 or g504 or g649 or g788 or g995 or g1023 or g1095 or g1115 or g1128 or g1226 or g1385 or g1414 or g1485 )
g131    ( g111 or g118 or g230 or g246 or g330 or g427 or g428 or g504 or g519 or g591 or g689 or g729 or g733 or g874 or g959 or g1330 or g1339 or g1393 or g1445 )
g132    ( g55 or g83 or g138 or g289 or g326 or g360 or g376 or g441 or g570 or g573 or g615 or g656 or g727 or g751 or g793 or g801 or g815 or g841 or g866 or g1031 or g1044 or g1190 or g1275 or g1401 or g1441 )
g133    ( g18 or g48 or g56 or g91 or g144 or g487 or g651 or g670 or g801 or g837 or g942 or g1142 or g1285 or g1329 or g1485 or g1491 )
g134    ( g140 or g179 or g187 or g328 or g349 or g443 or g634 or g709 or g710 or g935 or g1058 or g1080 or g1129 or g1236 or g1351 or g1466 or g1475 or g1498 )
g135    ( g43 or g83 or g127 or g156 or g185 or g237 or g331 or g344 or g375 or g467 or g471 or g603 or g674 or g733 or g825 or g858 or g886 or g888 or g1221 or g1265 or g1317 or g1446 )
g136    ( g39 or g94 or g134 or g194 or g198 or g251 or g269 or g386 or g485 or g548 or g624 or g653 or g692 or g740 or g755 or g772 or g823 or g895 or g904 or g928 or g971 or g988 or g1020 or g1071 or g1200 or g1220 or g1370 or g1371 or g1468 or g1489 )
g137    ( g50 or g181 or g241 or g249 or g254 or g257 or g274 or g282 or g332 or g396 or g402 or g446 or g490 or g510 or g746 or g776 or g827 or g840 or g984 or g1149 or g1195 or g1301 or g1325 )
g138    ( g6 or g150 or g558 or g616 or g683 or g692 or g745 or g896 or g1021 )
g139    ( g20 or g67 or g72 or g127 or g208 or g267 or g269 or g352 or g441 or g528 or g682 or g747 or g755 or g887 or g901 or g902 or g911 or g942 or g948 or g1005 or g1040 or g1075 or g1190 or g1326 or g1328 or g1412 or g1453 )
g140    ( g12 or g48 or g104 or g441 or g477 or g545 or g631 or g684 or g744 or g764 or g777 or g781 or g851 or g889 or g950 or g970 or g1004 or g1021 or g1072 or g1096 or g1097 or g1305 or g1308 or g1329 )
g141    ( g9 or g469 or g536 or g667 or g684 or g699 or g801 or g881 or g888 or g911 or g1023 or g1034 or g1037 or g1095 or g1118 or g1214 or g1224 or g1276 or g1326 or g1355 or g1379 or g1440 )
g142    ( g131 or g164 or g196 or g199 or g208 or g363 or g370 or g404 or g474 or g652 or g699 or g750 or g1130 or g1255 or g1419 )
g143    ( g35 or g88 or g141 or g149 or g417 or g474 or g475 or g574 or g611 or g725 or g744 or g847 or g986 or g1045 or g1107 or g1208 or g1240 or g1250 or g1406 )
g144    ( g260 or g269 or g275 or g303 or g389 or g393 or g449 or g457 or g464 or g560 or g819 or g825 or g925 or g942 or g1050 or g1297 )
g145    ( g31 or g57 or g109 or g128 or g320 or g624 or g646 or g698 or g783 or g785 or g894 or g994 or g1013 or g1074 or g1143 or g1266 or g1424 )
g146    ( g99 or g104 or g195 or g223 or g308 or g335 or g546 or g631 or g659 or g702 or g710 or g775 or g883 or g995 or g1086 or g1181 or g1316 or g1317 or g1343 or g1369 or g1394 or g1402 or g1437 )
g147    ( g52 or g156 or g254 or g784 or g803 or g808 or g918 or g982 or g1024 or g1036 or g1207 or g1218 or g1219 or g1225 or g1334 or g1393 or g1476 or g1493 )
g148    ( g241 or g276 or g307 or g573 or g575 or g584 or g624 or g653 or g742 or g928 or g1086 or g1101 or g1126 or g1287 or g1291 or g1353 or g1421 or g1455 )
g149    ( g11 or g289 or g339 or g368 or g452 or g487 or g495 or g501 or g554 or g572 or g579 or g586 or g625 or g706 or g722 or g739 or g840 or g842 or g859 or g871 or g946 or g972 or g1055 or g1185 or g1228 or g1372 or g1392 )
g150    ( g295 or g313 or g369 or g395 or g472 or g502 or g539 or g552 or g624 or g737 or g781 or g895 or g914 or g953 or g1026 or g1084 or g1090 or g1101 or g1114 or g1222 or g1237 )
