CBX6	56.0	0.0
CBX7	75.0	4293.0
CBX8	62.0	172.0
CCND1	47.0	0.0
CCRN4L	15.0	0.0
CD7	0.0	0.0
CDC5L	88.0	0.0
CDX1	67.0	0.0
CDX2	42.0	334.0
CDX4	28.0	0.0
CEBPA	76.0	0.0
CEBPB	70.0	0.0
CEBPD	69.0	0.0
CEBPE	16.0	0.0
CEBPG	70.0	0.0
CEBPZ	86.0	0.0
CELF3	22.0	0.0
CENPB	84.0	0.0
CENPK	91.0	0.0
CHAF1A	64.0	0.0
CHD1	79.0	843.0
CHD4	52.0	2869.0
CHD5	30.0	0.0
CHD7	57.0	163.0
CHD8	0.0	0.0
CIC	81.0	0.0
CIITA	21.0	0.0
CITED1	33.0	0.0
CITED2	96.0	0.0
CITED4	71.0	0.0
CLASRP	69.0	0.0
CLOCK	83.0	0.0
CNOT2	90.0	0.0
CNOT3	72.0	1547.0
CNOT6	84.0	0.0
CNOT6L	67.0	0.0
CNOT7	90.0	0.0
CNOT8	93.0	0.0
COBRA1	1.0	0.0
COIL	83.0	0.0
COMP	38.0	0.0
COPS2	98.0	0.0
COPS5	77.0	0.0
CRABP2	15.0	0.0
CRAMP1L	67.0	0.0
CREB1	79.0	0.0
CREB3	78.0	0.0
CREB3L1	50.0	0.0
CREB3L2	68.0	0.0
CREB3L3	5.0	0.0
CREB3L4	22.0	0.0
CREB5	47.0	0.0
CREBBP	68.0	84.0
CREBL2	98.0	0.0
CREBZF	4.0	0.0
CREM	97.0	0.0
CRTC1	106.0	0.0
CRX	10.0	0.0
CRY1	83.0	0.0
CSDA	8.0	0.0
CSDC2	16.0	0.0
CSDE1	93.0	0.0
CSF1	48.0	0.0
CSF2	8.0	0.0
CSRP3	2.0	0.0
CTBP1	88.0	0.0
CTCF	102.0	8158.0
CTCFL	53.0	877.0
CTDP1	95.0	0.0
CTF1	32.0	0.0
CTNNB1	96.0	0.0
CTNNBIP1	62.0	0.0
CTNNBL1	67.0	0.0
CTR9	64.0	320.0
CUX1	69.0	0.0
CUX2	75.0	0.0
CXXC1	75.0	8885.0
DAB2	57.0	0.0
DACH1	43.0	0.0
DACH2	31.0	0.0
DAXX	66.0	193.0
DAZAP2	62.0	0.0
DBP	38.0	0.0
DCP1A	111.0	0.0
DDB1	96.0	0.0
DDB2	74.0	0.0
DDIT3	71.0	0.0
DDX20	111.0	0.0
DDX5	115.0	0.0
DDX54	90.0	0.0
DDX58	27.0	0.0
DEAF1	100.0	0.0
DEDD	83.0	0.0
DEK	76.0	0.0
DENND4A	63.0	0.0
DHX38	95.0	0.0
DIDO1	106.0	0.0
DLX1	50.0	0.0
DLX2	43.0	0.0
DLX3	36.0	0.0
DLX4	35.0	0.0
DLX5	38.0	0.0
DMAP1	91.0	1789.0
DMBX1	36.0	0.0
DMP1	2.0	0.0
DMRT1	66.0	0.0
DMRT2	40.0	0.0
DMRTC2	48.0	0.0
DMTF1	82.0	0.0
DNAJC2	94.0	0.0
DNMT1	88.0	0.0
DNMT3A	82.0	0.0
DNMT3B	68.0	13.0
DNMT3L	42.0	0.0
DOT1L	86.0	0.0
DPF2	66.0	268.0
DPPA5A	39.0	0.0
DR1	86.0	13878.0
DTX1	26.0	0.0
E2F1	79.0	6713.0
E2F2	78.0	0.0
E2F3	86.0	0.0
E2F4	63.0	5548.0
E2F5	85.0	0.0
E2F6	82.0	0.0
E2F8	73.0	0.0
E4F1	81.0	115.0
EBF1	55.0	0.0
EBF3	33.0	0.0
EBF4	58.0	0.0
ECD	101.0	0.0
EDF1	75.0	0.0
EDN1	55.0	0.0
EED	86.0	844.0
EGR1	69.0	0.0
EGR2	43.0	0.0
EGR3	33.0	0.0
EGR4	41.0	0.0
EHF	8.0	0.0
EHMT1	89.0	0.0
EHMT2	50.0	32.0
EIF2AK2	57.0	0.0
EIF5B	104.0	0.0
ELAVL2	96.0	0.0
ELF1	96.0	0.0
ELF2	81.0	0.0
ELF3	57.0	0.0
ELF4	47.0	0.0
ELF5	19.0	0.0
ELK1	50.0	0.0
ELK3	42.0	0.0
ELK4	86.0	0.0
ELL	85.0	251.0
ELL2	77.0	198.0
ELL3	44.0	2124.0
ELP2	91.0	0.0
ELP3	58.0	0.0
EMX1	48.0	0.0
EMX2	40.0	0.0
EN1	45.0	0.0
EN2	54.0	0.0
EOMES	70.0	0.0
EP300	76.0	10425.0
EP400	100.0	1856.0
EPAS1	60.0	0.0
EPC1	117.0	0.0
EPO	15.0	0.0
EPOR	33.0	0.0
ERCC2	73.0	0.0
ERCC3	56.0	0.0
ERCC6	89.0	0.0
ERCC8	82.0	0.0
ERF	65.0	23.0
ERG	60.0	0.0
ESPL1	90.0	0.0
ESR1	6.0	0.0
ESR2	46.0	0.0
ESRRA	70.0	0.0
ESRRB	35.0	9444.0
ESRRG	49.0	0.0
ESX1	24.0	0.0
ETS1	69.0	0.0
ETS2	75.0	0.0
ETV1	65.0	0.0
ETV2	64.0	6.0
ETV3	73.0	0.0
ETV4	83.0	0.0
ETV5	90.0	0.0
ETV6	80.0	0.0
EWSR1	88.0	0.0
EYA1	64.0	0.0
EYA2	49.0	0.0
EYA3	86.0	0.0
EYA4	38.0	0.0
EZH1	73.0	0.0
EZH2	103.0	11189.0
FAIM3	0.0	0.0
FEM1B	99.0	0.0
FHL2	40.0	0.0
FHL5	0.0	0.0
FIZ1	63.0	0.0
FLI1	36.0	0.0
FMR1	66.0	0.0
FOS	73.0	0.0
FOSB	51.0	0.0
FOSL1	48.0	0.0
FOSL2	64.0	0.0
FOXA1	40.0	0.0
FOXA2	39.0	0.0
FOXA3	81.0	0.0
FOXB1	34.0	0.0
FOXC1	28.0	0.0
FOXC2	54.0	0.0
FOXD1	44.0	0.0
FOXD3	44.0	0.0
FOXE3	47.0	0.0
FOXG1	38.0	0.0
FOXH1	69.0	0.0
FOXI1	9.0	0.0
FOXJ1	47.0	0.0
FOXJ2	63.0	0.0
FOXJ3	109.0	0.0
FOXL1	28.0	0.0
FOXL2	40.0	0.0
FOXM1	68.0	0.0
FOXN1	6.0	0.0
FOXN2	83.0	0.0
FOXN4	56.0	0.0
FOXO1	69.0	0.0
FOXO3	58.0	0.0
FOXO4	47.0	0.0
FOXP1	67.0	0.0
FOXP2	54.0	0.0
FOXP3	0.0	0.0
FOXP4	60.0	0.0
FOXQ1	39.0	0.0
FUBP3	113.0	0.0
FUS	97.0	0.0
FXR1	77.0	0.0
FXR2	88.0	0.0
GABPA	77.0	0.0
GABPB1	86.0	0.0
GATA1	9.0	0.0
GATA2	30.0	0.0
GATA3	35.0	0.0
GATA4	44.0	3542.0
GATA5	42.0	0.0
GATA6	35.0	0.0
GATAD2A	108.0	0.0
GATAD2B	5.0	0.0
GBX2	70.0	0.0
GCFC1	0.0	0.0
GCFC2	71.0	0.0
GCGR	41.0	0.0
GCM2	5.0	0.0
GCN5	0.0	315.0
GFI1	20.0	0.0
GFI1B	23.0	0.0
GLI1	45.0	189.0
GLI2	64.0	165.0
GLI3	65.0	0.0
GLIS2	62.0	0.0
GLIS3	53.0	0.0
GM5506	2.0	0.0
GMEB1	64.0	0.0
GMEB2	113.0	0.0
GNRH1	1.0	0.0
GON4L	78.0	0.0
GRHL1	64.0	0.0
GRIN1	65.0	0.0
GRLF1	4.0	0.0
GSC	46.0	0.0
GSC2	53.0	0.0
GSX1	60.0	0.0
GSX2	36.0	0.0
GTF2A1	93.0	0.0
GTF2A1L	32.0	0.0
GTF2A2	99.0	0.0
GTF2B	94.0	10169.0
GTF2E1	75.0	0.0
GTF2E2	78.0	0.0
GTF2F1	78.0	0.0
GTF2F2	105.0	0.0
GTF2H1	108.0	0.0
GTF2H2	90.0	0.0
GTF2H3	106.0	0.0
GTF2H4	49.0	0.0
GTF2I	84.0	0.0
GTF2IRD1	60.0	0.0
GTF3C1	80.0	11738.0
GTF3C2	76.0	0.0
GTF3C3	105.0	0.0
GTF3C4	92.0	0.0
GTF3C5	99.0	0.0
GZF1	56.0	0.0
H1F0	69.0	0.0
HABP4	83.0	0.0
HAND1	34.0	0.0
HAND2	43.0	0.0
HAVCR2	0.0	0.0
HAX1	76.0	0.0
HBP1	97.0	0.0
HCFC1	45.0	7567.0
HCLS1	2.0	0.0
HDAC1	74.0	3967.0
HDAC10	7.0	0.0
HDAC11	56.0	0.0
HDAC2	103.0	910.0
HDAC3	48.0	1405.0
HDAC4	83.0	0.0
HDAC5	78.0	0.0
HDAC7	44.0	0.0
HDAC8	21.0	0.0
HDAC9	16.0	0.0
HDGF	87.0	0.0
HDGFRP2	6.0	0.0
HELZ	76.0	0.0
HES1	61.0	0.0
HES6	90.0	0.0
HES7	16.0	0.0
HESX1	38.0	0.0
HEXIM1	75.0	10820.0
HEY1	58.0	0.0
HEY2	66.0	0.0
HEYL	37.0	0.0
HGF	3.0	0.0
HHEX	82.0	0.0
HIC1	48.0	0.0
HIF1A	90.0	0.0
HIF1AN	77.0	0.0
HIF3A	92.0	0.0
HIRA	91.0	9.0
HIST1H1B	75.0	0.0
HIST1H1C	119.0	0.0
HIST1H1D	97.0	0.0
HIST1H1E	96.0	0.0
HIST1H1T	8.0	0.0
HIST1H2BB	88.0	0.0
HIST1H2BH	93.0	0.0
HIST1H2BP	108.0	0.0
HIST3H2BA	90.0	0.0
HIVEP2	57.0	0.0
HLF	69.0	0.0
HLTF	79.0	0.0
HLX	36.0	0.0
HMG20A	101.0	0.0
HMG20B	45.0	0.0
HMGA1	84.0	0.0
HMGA2	56.0	0.0
HMGB2	86.0	0.0
HMGB4	5.0	0.0
HMGN3	48.0	0.0
HMGXB3	80.0	0.0
HMGXB4	96.0	0.0
HMX3	54.0	0.0
HNF1A	20.0	0.0
HNF1B	31.0	0.0
HNF4A	7.0	0.0
HNF4G	18.0	0.0
HNRNPAB	86.0	0.0
HNRNPD	85.0	0.0
HNRNPK	96.0	0.0
HNRNPUL1	64.0	0.0
HOPX	40.0	0.0
HOXA1	68.0	0.0
HOXA10	53.0	0.0
HOXA11	39.0	0.0
HOXA13	47.0	0.0
HOXA2	40.0	0.0
HOXA3	18.0	0.0
HOXA4	69.0	0.0
HOXA5	63.0	0.0
HOXA6	16.0	0.0
HOXA7	39.0	0.0
HOXA9	18.0	0.0
HOXB1	31.0	0.0
HOXB13	35.0	0.0
HOXB2	16.0	0.0
HOXB3	28.0	0.0
HOXB4	44.0	0.0
HOXB5	40.0	0.0
HOXB6	33.0	0.0
HOXB7	42.0	0.0
HOXB8	16.0	0.0
HOXB9	54.0	0.0
HOXC12	49.0	0.0
HOXC13	81.0	0.0
HOXC4	36.0	0.0
HOXC5	47.0	0.0
HOXC6	18.0	0.0
HOXC8	41.0	0.0
HOXD1	70.0	0.0
HOXD10	49.0	0.0
HOXD12	24.0	0.0
HOXD13	54.0	0.0
HOXD3	47.0	0.0
HOXD4	8.0	0.0
HOXD9	44.0	0.0
HR	48.0	0.0
HSBP1	74.0	0.0
HSF1	93.0	0.0
HSF2	77.0	0.0
HSF2BP	41.0	0.0
HSF4	49.0	0.0
HSFY2	1.0	0.0
HSPB1	83.0	0.0
HTATIP2	49.0	0.0
HTT	91.0	0.0
ID1	66.0	0.0
ID2	46.0	0.0
ID3	63.0	0.0
ID4	66.0	0.0
IFI204	0.0	0.0
IFIH1	22.0	0.0
IFNG	8.0	0.0
IGHMBP2	113.0	0.0
IKBKB	62.0	0.0
IKBKG	61.0	0.0
IKZF1	73.0	0.0
IKZF2	7.0	0.0
IKZF3	56.0	0.0
IL10	12.0	0.0
IL17A	1.0	0.0
IL4	3.0	0.0
ILF2	91.0	0.0
ILF3	97.0	0.0
ILK	85.0	0.0
ING1	96.0	0.0
ING2	82.0	0.0
ING3	92.0	0.0
ING4	70.0	0.0
INSM1	58.0	0.0
INTS12	107.0	0.0
IRF1	85.0	0.0
IRF2	53.0	0.0
IRF3	51.0	0.0
IRF4	12.0	0.0
IRF5	49.0	0.0
IRF6	66.0	0.0
IRF7	7.0	0.0
IRF8	60.0	0.0
IRF9	63.0	0.0
IRX3	51.0	0.0
IRX5	35.0	0.0
IRX6	47.0	0.0
ISL1	57.0	0.0
ISL2	31.0	0.0
IVNS1ABP	95.0	0.0
JARID1A	0.0	2171.0
JARID2	78.0	8632.0
JAZF1	46.0	0.0
JDP2	57.0	0.0
JMJD1C	63.0	0.0
JUN	79.0	91.0
JUNB	68.0	0.0
JUND	63.0	0.0
JUP	88.0	0.0
KANK2	64.0	0.0
KAT2B	51.0	0.0
KAT5	73.0	4874.0
KCNIP3	62.0	0.0
KDM2B	72.0	12333.0
KDM4A	59.0	2285.0
KDM4B	73.0	0.0
KDM4C	92.0	12955.0
KDM5A	81.0	3400.0
KDM5B	85.0	10.0
KDM5C	56.0	0.0
KDM5D	3.0	0.0
KDM6B	15.0	7.0
KEAP1	71.0	0.0
KHDRBS1	99.0	0.0
KLF1	37.0	0.0
KLF10	87.0	0.0
KLF11	87.0	0.0
KLF12	8.0	0.0
KLF13	79.0	0.0
KLF15	57.0	0.0
KLF16	81.0	0.0
KLF2	93.0	102.0
KLF3	85.0	0.0
KLF4	70.0	9655.0
KLF5	89.0	7205.0
KLF6	82.0	0.0
KLF7	92.0	0.0
KLF8	47.0	0.0
KLF9	81.0	0.0
KNTC1	89.0	0.0
KPNA2	89.0	0.0
KRBA1	90.0	0.0
L3MBTL2	73.0	0.0
LASS2	7.0	0.0
LASS3	0.0	0.0
LASS4	5.0	0.0
LASS5	7.0	0.0
LBX1	36.0	0.0
LDB1	94.0	0.0
LDB2	7.0	0.0
LEF1	57.0	0.0
LHX1	47.0	0.0
LHX2	54.0	0.0
LHX3	49.0	0.0
LHX4	54.0	0.0
LHX5	41.0	0.0
LHX9	43.0	0.0
LIN28A	62.0	0.0
LMO1	53.0	0.0
LMO2	73.0	0.0
LMO3	17.0	0.0
LMO4	67.0	0.0
LMO7	74.0	0.0
LMX1A	39.0	0.0
LMX1B	52.0	0.0
LOC100047997	0.0	0.0
LYL1	11.0	0.0
LZTS1	2.0	0.0
MAF	44.0	0.0
MAFA	74.0	0.0
MAFB	66.0	0.0
MAFF	66.0	0.0
MAFG	80.0	0.0
MAFK	69.0	1300.0
MAML1	88.0	0.0
MAML3	50.0	0.0
MAP3K7	89.0	0.0
MAPK1	93.0	0.0
MAPK10	14.0	0.0
MAPK11	44.0	0.0
MAPK12	54.0	0.0
MAPK13	48.0	0.0
MAPK14	107.0	0.0
MAPK3	51.0	0.0
MAPK8	84.0	385.0
MAPK9	92.0	0.0
MATR3	95.0	0.0
MAX	84.0	6599.0
MAZ	84.0	0.0
MBD1	84.0	0.0
MBD2	77.0	9.0
MBD3	99.0	2682.0
MCM2	55.0	0.0
MCM3	77.0	0.0
MCM4	82.0	0.0
MCM5	85.0	0.0
MCM6	82.0	0.0
MCM7	80.0	0.0
MDM2	84.0	0.0
MDM4	76.0	0.0
MECOM	60.0	0.0
MECP2	59.0	0.0
MED1	78.0	11481.0
MED12	64.0	11612.0
MED13	84.0	0.0
MED14	55.0	0.0
MED15	60.0	0.0
MED16	69.0	0.0
MED17	94.0	0.0
MED20	84.0	0.0
MED21	84.0	0.0
MED23	107.0	37.0
MED26	83.0	10270.0
MED27	81.0	0.0
MED30	59.0	0.0
MED31	90.0	0.0
MED4	104.0	0.0
MED6	92.0	0.0
MED8	71.0	0.0
MEF2A	91.0	0.0
MEF2C	27.0	0.0
MEF2D	68.0	0.0
MEIS1	54.0	0.0
MEIS2	59.0	0.0
MEIS3	44.0	0.0
MEN1	66.0	6280.0
MEOX1	10.0	0.0
MEOX2	28.0	0.0
MIS18BP1	87.0	0.0
MITF	73.0	0.0
MIXL1	61.0	0.0
MKI67IP	7.0	0.0
MKL1	4.0	0.0
MKL2	2.0	0.0
MKX	58.0	0.0
MLL1	4.0	0.0
MLL2	1.0	0.0
MLL3	5.0	0.0
MLLT1	101.0	0.0
MLLT10	98.0	0.0
MLLT3	62.0	0.0
MLX	51.0	0.0
MLXIP	74.0	0.0
MLXIPL	78.0	0.0
MMP9	17.0	0.0
MMS19	83.0	0.0
MNT	76.0	0.0
MNX1	58.0	0.0
MPHOSPH8	87.0	545.0
MSC	62.0	0.0
MSX1	50.0	0.0
MSX2	48.0	0.0
MTA1	3.0	0.0
MTA2	74.0	1022.0
MTA3	51.0	0.0
MTF1	83.0	0.0
MTF2	129.0	3212.0
MXD1	59.0	0.0
MXD3	78.0	0.0
MXD4	71.0	0.0
MXI1	96.0	0.0
MYB	53.0	0.0
MYBBP1A	77.0	0.0
MYBL1	82.0	0.0
MYBL2	76.0	0.0
MYC	64.0	6075.0
MYCL1	15.0	0.0
MYCN	73.0	2261.0
MYD88	54.0	0.0
MYEF2	75.0	0.0
MYF5	11.0	0.0
MYF6	22.0	0.0
MYNN	89.0	0.0
MYOCD	37.0	0.0
MYOD1	44.0	98.0
MYOG	32.0	0.0
MYST2	16.0	0.0
MYST3	6.0	0.0
MYT1	7.0	0.0
MYT1L	36.0	0.0
MZF1	61.0	0.0
NAA15	76.0	0.0
NAB1	63.0	0.0
NAB2	43.0	0.0
NACC1	79.0	769.0
NANOG	70.0	17503.0
NAP1L2	12.0	0.0
NAP1L3	19.0	0.0
NAP1L4	86.0	0.0
NCOA1	78.0	0.0
NCOA2	86.0	0.0
NCOA3	80.0	0.0
NCOA4	89.0	0.0
NCOA5	98.0	0.0
NCOA6	1.0	0.0
NCOR1	86.0	2.0
NCOR2	53.0	3.0
NDN	60.0	0.0
NDNL2	8.0	0.0
NEIL2	67.0	0.0
NEUROD1	39.0	0.0
NEUROD4	38.0	0.0
NEUROD6	5.0	0.0
NEUROG1	75.0	0.0
NEUROG2	59.0	0.0
NEUROG3	49.0	0.0
NF1	71.0	0.0
NFAT5	116.0	0.0
NFATC1	42.0	0.0
NFATC2	71.0	0.0
NFATC2IP	72.0	0.0
NFATC3	93.0	0.0
NFATC4	40.0	0.0
NFE2	46.0	0.0
NFE2L1	90.0	0.0
NFE2L2	91.0	0.0
NFE2L3	43.0	0.0
NFIA	33.0	0.0
NFIB	60.0	0.0
NFIC	16.0	0.0
NFIL3	54.0	0.0
NFIX	73.0	0.0
NFKB1	56.0	0.0
NFKB2	67.0	0.0
NFKBIA	74.0	0.0
NFKBIB	80.0	0.0
NFKBIZ	83.0	0.0
NFRKB	70.0	0.0
NFX1	98.0	0.0
NFXL1	77.0	0.0
NFYA	77.0	2922.0
NFYB	73.0	1846.0
NFYC	113.0	1836.0
NHLH1	3.0	0.0
NHLH2	9.0	0.0
NKD2	71.0	0.0
NKRF	53.0	0.0
NKX2-1	23.0	0.0
NKX2-2	29.0	0.0
NKX2-3	19.0	0.0
NKX2-5	31.0	0.0
NKX2-9	33.0	0.0
NKX3-1	62.0	0.0
NKX3-2	24.0	0.0
NKX6-1	46.0	0.0
NKX6-2	44.0	0.0
NME2	71.0	0.0
NMI	33.0	0.0
NONO	56.0	20.0
NOTCH1	75.0	0.0
NOTCH2	99.0	0.0
NOTCH3	62.0	0.0
NOTCH4	36.0	0.0
NPAS1	36.0	0.0
NPAS2	43.0	0.0
NPM2	41.0	0.0
NR0B1	50.0	1974.0
NR0B2	26.0	0.0
NR1D1	68.0	0.0
NR1D2	92.0	0.0
NR1H2	54.0	0.0
NR1H3	37.0	0.0
NR1H4	6.0	0.0
NR1I2	5.0	0.0
NR1I3	6.0	0.0
NR2C1	75.0	0.0
NR2C2	75.0	0.0
NR2E1	33.0	0.0
NR2E3	2.0	0.0
NR2F1	37.0	0.0
NR2F2	41.0	0.0
NR2F6	66.0	0.0
NR3C1	86.0	0.0
NR3C2	54.0	0.0
NR4A1	69.0	2121.0
NR4A2	77.0	0.0
NR4A3	45.0	0.0
NR5A1	22.0	0.0
NR5A2	63.0	0.0
NRBF2	83.0	0.0
NRF1	92.0	13151.0
NRIP1	70.0	0.0
NRL	5.0	0.0
NSD1	48.0	0.0
NUPR1	52.0	0.0
OLIG1	65.0	0.0
OLIG2	37.0	0.0
ONECUT1	48.0	0.0
ORC2	77.0	0.0
OTX2	58.0	8946.0
OVOL1	47.0	0.0
PA2G4	91.0	0.0
PAPOLA	79.0	0.0
PAPOLB	67.0	0.0
PAPOLG	71.0	0.0
PARN	71.0	0.0
PARP1	81.0	147.0
PATZ1	77.0	0.0
PAWR	72.0	0.0
PAX1	34.0	0.0
PAX2	36.0	0.0
PAX3	27.0	0.0
PAX4	7.0	0.0
PAX5	28.0	0.0
PAX6	55.0	0.0
PAX7	39.0	0.0
PAX8	25.0	0.0
PAX9	46.0	0.0
PBRM1	83.0	0.0
PBX1	52.0	0.0
PBX2	34.0	0.0
PBX3	85.0	0.0
PBX4	74.0	0.0
PBXIP1	33.0	0.0
PCBD1	31.0	0.0
PCBD2	85.0	0.0
PCBP2	98.0	0.0
PCGF2	67.0	1384.0
PCGF6	8.0	24.0
PDCD11	80.0	0.0
PDLIM4	31.0	0.0
PDX1	32.0	0.0
PED	0.0	0.0
PEG3	53.0	0.0
PELP1	102.0	0.0
PER1	34.0	0.0
PER2	78.0	0.0
PER3	74.0	0.0
PGR	22.0	0.0
PHB2	91.0	0.0
PHC1	94.0	924.0
PHF1	60.0	0.0
PHF10	116.0	0.0
PHF12	101.0	0.0
PHF14	78.0	0.0
PHF17	8.0	0.0
PHF2	40.0	0.0
PHF20	83.0	0.0
PHF3	3.0	0.0
PHOX2A	34.0	0.0
PHOX2B	20.0	0.0
PHTF1	85.0	0.0
PIAS1	86.0	0.0
PIAS2	59.0	0.0
PIAS3	70.0	0.0
PIAS4	79.0	0.0
PITX1	47.0	0.0
PITX2	52.0	0.0
PITX3	57.0	0.0
PKNOX1	80.0	1433.0
PKNOX2	57.0	0.0
PLAG1	93.0	0.0
PLAGL2	72.0	0.0
PLRG1	55.0	0.0
PML	33.0	0.0
PMS1	94.0	0.0
PNN	80.0	0.0
POLR1A	68.0	0.0
POLR1B	90.0	0.0
POLR1C	64.0	0.0
POLR1D	75.0	0.0
POLR1E	59.0	0.0
POLR2A	91.0	0.0
POLR2B	88.0	0.0
POLR2C	83.0	0.0
POLR2D	75.0	0.0
POLR2E	79.0	0.0
POLR2F	64.0	0.0
POLR2G	48.0	0.0
POLR2H	67.0	0.0
POLR2I	72.0	0.0
POLR2J	93.0	0.0
POLR2K	56.0	0.0
POLR3A	71.0	0.0
POLR3B	101.0	0.0
POLR3C	88.0	0.0
POLR3D	84.0	0.0
POLR3E	99.0	0.0
POLR3F	86.0	0.0
POLR3H	76.0	0.0
POLR3K	79.0	0.0
POU1F1	1.0	0.0
POU2AF1	5.0	0.0
POU2F1	115.0	0.0
POU2F2	61.0	0.0
POU2F3	49.0	0.0
POU3F1	63.0	38.0
POU3F2	50.0	0.0
POU3F3	28.0	0.0
POU3F4	17.0	0.0
POU4F1	62.0	0.0
POU4F2	58.0	0.0
POU4F3	45.0	0.0
POU5F1	74.0	14685.0
POU6F1	55.0	0.0
POU6F2	2.0	0.0
PPARA	53.0	0.0
PPARD	61.0	0.0
PPARG	47.0	0.0
PPARGC1A	3.0	0.0
PPARGC1B	60.0	0.0
PRDM1	70.0	0.0
PRDM13	26.0	0.0
PRDM14	48.0	2043.0
PRDM16	39.0	0.0
PRDM4	94.0	0.0
PRDM5	71.0	0.0
PRDM8	17.0	0.0
PREB	82.0	0.0
PRL	0.0	0.0
PROP1	5.0	0.0
PROX1	44.0	0.0
PRPF4B	87.0	0.0
PRRX1	22.0	0.0
PRRX2	44.0	0.0
PSIP1	90.0	0.0
PTF1A	53.0	0.0
PTH	0.0	0.0
PTHLH	55.0	0.0
PTRF	12.0	0.0
PTTG1	56.0	0.0
PURA	88.0	0.0
PWP1	86.0	3.0
PYGO1	51.0	0.0
PYGO2	91.0	0.0
RAD51	81.0	0.0
RAD51L1	10.0	0.0
RAD54B	85.0	0.0
RAF1	103.0	734.0
RAI14	68.0	0.0
RALA	80.0	0.0
RAPGEF3	44.0	0.0
RARA	69.0	4463.0
RARB	68.0	0.0
RARG	62.0	0.0
RAX	42.0	0.0
RB1	71.0	0.0
RBAK	97.0	0.0
RBBP4	85.0	0.0
RBBP7	73.0	0.0
RBCK1	93.0	0.0
RBFOX2	83.0	0.0
RBL1	92.0	0.0
RBL2	77.0	0.0
RBM14	98.0	0.0
RBM15	83.0	0.0
RBM39	111.0	0.0
RBMX	47.0	0.0
RBMXL2	96.0	0.0
RBPJ	99.0	0.0
RBPJL	34.0	0.0
RCOR2	68.0	0.0
RDBP	6.0	0.0
REL	84.0	0.0
RELA	74.0	0.0
