Gene1,Gene2,Type
g83,g40,+
g87,g40,+
g97,g40,+
g99,g40,+
g100,g40,+
g1,g41,+
g9,g41,+
g11,g41,+
g57,g41,+
g60,g41,+
g61,g41,+
g69,g41,+
g83,g41,+
g88,g41,+
g98,g41,+
g15,g42,-
g24,g42,+
g34,g42,+
g41,g42,-
g43,g42,+
g47,g42,+
g68,g42,+
g77,g42,+
g20,g43,+
g23,g43,+
g51,g43,+
g60,g43,+
g71,g43,+
g84,g43,+
g99,g43,-
g28,g44,+
g31,g44,+
g35,g44,+
g39,g44,+
g52,g44,+
g70,g44,+
g76,g44,+
g86,g44,+
g92,g44,+
g95,g44,+
g1,g45,+
g18,g45,+
g31,g45,+
g37,g45,-
g55,g45,+
g59,g45,+
g68,g45,+
g70,g45,+
g87,g45,+
g88,g45,+
g89,g45,-
g94,g45,+
g3,g46,+
g42,g46,+
g56,g46,-
g59,g46,+
g70,g46,+
g78,g46,+
g6,g47,+
g24,g47,+
g26,g47,+
g30,g47,+
g36,g47,+
g38,g47,+
g39,g47,+
g43,g47,-
g54,g47,+
g73,g47,+
g75,g47,+
g81,g47,+
g85,g47,+
g91,g47,+
g93,g47,+
g8,g48,+
g14,g48,+
g27,g48,+
g28,g48,+
g34,g48,+
g36,g48,-
g38,g48,+
g57,g48,+
g58,g48,+
g63,g48,+
g69,g48,+
g77,g48,-
g89,g48,+
g92,g48,+
g93,g48,+
g98,g48,+
g100,g48,+
g5,g49,+
g18,g49,+
g19,g49,+
g26,g49,+
g28,g49,+
g30,g49,+
g58,g49,+
g64,g49,+
g74,g49,+
g83,g49,+
g84,g49,+
g95,g49,+
g14,g50,+
g21,g50,+
g24,g50,+
g30,g50,+
g38,g50,+
g41,g50,+
g42,g50,+
g65,g50,+
g69,g50,-
g70,g50,+
g74,g50,+
g76,g50,+
g83,g50,+
g87,g50,+
g88,g50,+
g90,g50,+
g3,g51,+
g4,g51,+
g13,g51,+
g15,g51,+
g21,g51,+
g24,g51,+
g26,g51,+
g32,g51,+
g38,g51,+
g49,g51,+
g54,g51,+
g5,g52,+
g44,g52,+
g46,g52,+
g49,g52,+
g50,g52,+
g51,g52,+
g53,g52,+
g62,g52,+
g66,g52,+
g67,g52,+
g98,g52,+
g6,g53,+
g8,g53,+
g12,g53,+
g15,g53,+
g27,g53,+
g50,g53,+
g51,g53,+
g63,g53,+
g78,g53,+
g80,g53,+
g85,g53,+
g17,g54,+
g26,g54,+
g33,g54,+
g52,g54,+
g56,g54,+
g59,g54,+
g62,g54,+
g76,g54,+
g77,g54,+
g83,g54,+
g95,g54,+
g96,g54,+
g1,g55,+
g18,g55,+
g22,g55,+
g23,g55,+
g24,g55,+
g26,g55,+
g41,g55,+
g50,g55,-
g54,g55,+
g57,g55,+
g59,g55,+
g62,g55,+
g63,g55,+
g74,g55,+
g84,g55,-
g85,g55,+
g2,g56,+
g13,g56,+
g48,g56,+
g49,g56,+
g67,g56,+
g73,g56,+
g83,g56,+
g92,g56,+
g12,g57,+
g27,g57,+
g30,g57,-
g42,g57,+
g45,g57,+
g49,g57,+
g51,g57,+
g59,g57,+
g64,g57,+
g77,g57,+
g85,g57,+
g96,g57,+
g97,g57,+
g3,g58,+
g19,g58,+
g21,g58,+
g29,g58,+
g36,g58,+
g39,g58,+
g40,g58,+
g45,g58,-
g50,g58,+
g53,g58,+
g81,g58,+
g85,g58,+
g89,g58,+
g8,g59,+
g11,g59,+
g26,g59,-
g34,g59,+
g39,g59,+
g50,g59,+
g52,g59,+
g61,g59,+
g87,g59,+
g91,g59,+
g94,g59,+
g2,g60,+
g4,g60,+
g37,g60,+
g42,g60,+
g47,g60,-
g50,g60,+
g61,g60,+
g75,g60,+
g86,g60,+
g93,g60,+
g23,g61,+
g26,g61,+
g27,g61,+
g39,g61,+
g46,g61,-
g50,g61,+
g78,g61,+
g90,g61,+
g100,g61,+
g18,g62,-
g22,g62,+
g26,g62,+
g27,g62,+
g38,g62,-
g44,g62,-
g60,g62,-
g69,g62,+
g76,g62,+
g98,g62,+
g4,g63,-
g11,g63,+
g16,g63,+
g33,g63,-
g34,g63,+
g39,g63,+
g41,g63,+
g43,g63,-
g49,g63,+
g58,g63,+
g69,g63,+
g72,g63,+
g90,g63,+
g100,g63,+
g2,g64,+
g3,g64,+
g10,g64,+
g15,g64,-
g23,g64,-
g35,g64,+
g42,g64,+
g59,g64,+
g65,g64,+
g83,g64,+
g91,g64,+
g96,g64,+
g3,g65,+
g9,g65,+
g15,g65,+
g30,g65,+
g31,g65,+
g45,g65,+
g51,g65,+
g54,g65,+
g73,g65,+
g81,g65,+
g91,g65,+
g94,g65,+
g95,g65,+
g97,g65,+
g100,g65,+
g1,g66,+
g3,g66,+
g6,g66,+
g16,g66,+
g20,g66,+
g29,g66,+
g61,g66,+
g68,g66,+
g70,g66,+
g85,g66,+
g95,g66,+
g31,g67,+
g41,g67,-
g46,g67,+
g81,g67,+
g83,g67,+
g94,g67,+
g11,g68,+
g27,g68,+
g28,g68,+
g29,g68,+
g38,g68,+
g50,g68,+
g54,g68,+
g70,g68,-
g75,g68,+
g76,g68,+
g81,g68,+
g90,g68,+
g91,g68,+
g2,g69,+
g15,g69,+
g17,g69,+
g26,g69,+
g29,g69,+
g31,g69,+
g42,g69,+
g50,g69,+
g66,g69,+
g68,g69,+
g75,g69,+
g83,g69,-
g87,g69,+
g97,g69,+
g1,g70,+
g2,g70,+
g6,g70,+
g14,g70,+
g21,g70,+
g31,g70,+
g33,g70,+
g38,g70,+
g40,g70,-
g58,g70,+
g64,g70,+
g71,g70,+
g73,g70,+
g75,g70,+
g76,g70,+
g77,g70,+
g96,g70,+
g18,g71,+
g35,g71,+
g44,g71,+
g57,g71,+
g72,g71,-
g73,g71,+
g93,g71,+
g94,g71,+
g98,g71,-
g11,g72,+
g12,g72,+
g26,g72,-
g37,g72,+
g45,g72,-
g54,g72,+
g62,g72,+
g67,g72,+
g70,g72,+
g81,g72,-
g92,g72,+
g100,g72,+
g19,g73,+
g29,g73,+
g42,g73,+
g47,g73,+
g49,g73,+
g56,g73,+
g97,g73,+
g99,g73,+
g5,g74,+
g19,g74,+
g22,g74,+
g29,g74,-
g30,g74,-
g45,g74,-
g53,g74,+
g69,g74,+
g70,g74,+
g98,g74,+
g5,g75,+
g21,g75,+
g28,g75,-
g29,g75,+
g39,g75,+
g56,g75,+
g60,g75,+
g65,g75,+
g66,g75,+
g68,g75,+
g23,g76,+
g51,g76,+
g58,g76,+
g71,g76,+
g89,g76,+
g95,g76,+
g1,g77,+
g15,g77,+
g16,g77,+
g27,g77,+
g32,g77,+
g41,g77,+
g55,g77,+
g60,g77,+
g71,g77,+
g85,g77,+
g6,g78,+
g13,g78,-
g14,g78,+
g26,g78,-
g86,g78,+
g96,g78,+
g6,g79,+
g10,g79,+
g13,g79,+
g52,g79,+
g53,g79,+
g64,g79,+
g66,g79,+
g70,g79,+
g73,g79,+
g89,g79,+
g91,g79,+
g1,g80,+
g4,g80,+
g5,g80,+
g23,g80,+
g35,g80,+
g48,g80,+
g53,g80,+
g54,g80,+
g65,g80,+
g69,g80,+
g70,g80,+
g85,g80,+
g86,g80,+
g92,g80,+
g11,g81,+
g14,g81,-
g15,g81,+
g35,g81,+
g55,g81,+
g62,g81,+
g65,g81,+
g71,g81,+
g92,g81,-
g4,g82,+
g6,g82,+
g15,g82,+
g19,g82,+
g33,g82,+
g71,g82,+
g80,g82,+
g88,g82,+
g90,g82,+
g97,g82,+
g11,g83,+
g13,g83,+
g26,g83,+
g35,g83,+
g47,g83,+
g62,g83,+
g68,g83,-
g70,g83,-
g82,g83,-
g89,g83,+
g91,g83,+
g9,g84,+
g27,g84,+
g33,g84,+
g50,g84,+
g51,g84,-
g63,g84,+
g74,g84,-
g93,g84,+
g98,g84,+
g2,g85,+
g9,g85,-
g22,g85,+
g32,g85,+
g66,g85,+
g89,g85,+
g100,g85,+
g2,g86,+
g16,g86,+
g32,g86,+
g35,g86,+
g38,g86,+
g46,g86,+
g52,g86,-
g53,g86,+
g66,g86,+
g68,g86,+
g73,g86,+
g3,g87,+
g4,g87,+
g7,g87,+
g23,g87,+
g24,g87,+
g35,g87,+
g46,g87,+
g55,g87,+
g64,g87,+
g77,g87,+
g83,g87,+
g86,g87,+
g99,g87,+
g11,g88,+
g36,g88,+
g37,g88,+
g43,g88,+
g56,g88,+
g80,g88,+
g83,g88,+
g90,g88,+
g4,g89,+
g30,g89,+
g45,g89,+
g66,g89,+
g74,g89,+
g99,g89,+
g14,g90,+
g21,g90,+
g22,g90,+
g24,g90,+
g43,g90,-
g45,g90,-
g60,g90,+
g74,g90,+
g98,g90,+
g2,g91,+
g16,g91,+
g20,g91,+
g23,g91,+
g25,g91,+
g32,g91,+
g44,g91,+
g48,g91,+
g59,g91,+
g63,g91,-
g74,g91,+
g76,g91,+
g88,g91,+
g2,g92,+
g18,g92,+
g26,g92,+
g36,g92,+
g46,g92,+
g65,g92,-
g66,g92,+
g78,g92,+
g89,g92,+
g94,g92,-
g6,g93,+
g12,g93,+
g15,g93,+
g34,g93,+
g41,g93,-
g58,g93,+
g78,g93,+
g84,g93,+
g20,g94,+
g25,g94,+
g33,g94,+
g37,g94,-
g57,g94,-
g60,g94,+
g63,g94,+
g78,g94,+
g83,g94,-
g1,g95,+
g10,g95,+
g11,g95,-
g20,g95,+
g21,g95,+
g57,g95,+
g58,g95,+
g85,g95,+
g93,g95,+
g94,g95,+
g13,g96,+
g17,g96,+
g23,g96,-
g32,g96,+
g39,g96,+
g60,g96,+
g65,g96,+
g72,g96,+
g81,g96,-
g89,g96,+
g90,g96,+
g97,g96,+
g98,g96,+
g99,g96,+
g9,g97,+
g17,g97,+
g20,g97,+
g23,g97,+
g25,g97,+
g31,g97,+
g51,g97,+
g70,g97,+
g74,g97,+
g100,g97,+
g5,g98,+
g11,g98,+
g16,g98,+
g37,g98,+
g49,g98,+
g62,g98,+
g63,g98,+
g99,g98,+
g8,g99,+
g15,g99,-
g18,g99,+
g29,g99,+
g35,g99,+
g54,g99,+
g66,g99,+
g68,g99,+
g2,g100,+
g11,g100,-
g14,g100,+
g17,g100,+
g26,g100,+
g37,g100,+
g49,g100,+
g78,g100,+
g95,g100,+
g96,g100,+
