Gene1,Gene2,Type
g43,g25,+
g46,g25,+
g69,g25,+
g2,g26,+
g6,g26,+
g18,g26,+
g25,g26,+
g29,g26,+
g35,g26,+
g36,g26,+
g40,g26,-
g58,g26,-
g75,g26,+
g76,g26,+
g94,g26,+
g100,g26,+
g16,g27,-
g23,g27,+
g24,g27,+
g28,g27,+
g38,g27,+
g51,g27,+
g83,g27,+
g84,g27,+
g89,g27,-
g96,g27,+
g17,g28,+
g56,g28,+
g71,g28,-
g79,g28,+
g4,g29,+
g13,g29,+
g19,g29,+
g20,g29,+
g37,g29,+
g41,g29,+
g46,g29,-
g53,g29,+
g57,g29,+
g59,g29,+
g92,g29,+
g94,g29,+
g3,g30,+
g11,g30,+
g13,g30,+
g31,g30,+
g32,g30,+
g40,g30,+
g49,g30,+
g53,g30,+
g56,g30,+
g64,g30,+
g73,g30,+
g93,g30,+
g18,g31,+
g23,g31,+
g34,g31,-
g42,g31,+
g55,g31,+
g58,g31,+
g68,g31,+
g88,g31,+
g89,g31,+
g92,g31,-
g94,g31,+
g13,g32,+
g19,g32,+
g31,g32,+
g42,g32,-
g47,g32,+
g50,g32,+
g68,g32,+
g69,g32,+
g87,g32,-
g99,g32,+
g5,g33,+
g7,g33,+
g21,g33,+
g25,g33,+
g29,g33,+
g42,g33,-
g52,g33,+
g71,g33,-
g82,g33,+
g90,g33,+
g98,g33,+
g12,g34,+
g21,g34,+
g26,g34,+
g32,g34,+
g43,g34,+
g50,g34,+
g73,g34,+
g80,g34,+
g88,g34,+
g91,g34,-
g98,g34,+
g99,g34,+
g4,g35,+
g9,g35,+
g39,g35,+
g47,g35,+
g49,g35,+
g50,g35,+
g58,g35,+
g62,g35,+
g63,g35,+
g71,g35,+
g80,g35,+
g11,g36,-
g18,g36,+
g23,g36,+
g29,g36,+
g41,g36,+
g43,g36,+
g57,g36,+
g64,g36,+
g72,g36,+
g89,g36,+
g100,g36,+
g1,g37,+
g14,g37,+
g44,g37,+
g54,g37,-
g59,g37,+
g62,g37,+
g65,g37,+
g96,g37,+
g99,g37,-
g4,g38,+
g8,g38,+
g13,g38,+
g21,g38,+
g30,g38,+
g66,g38,+
g67,g38,+
g85,g38,+
g93,g38,-
g98,g38,+
g19,g39,+
g27,g39,+
g43,g39,+
g47,g39,+
g54,g39,+
g57,g39,+
g68,g39,+
g80,g39,+
g83,g39,+
g85,g39,+
g87,g39,+
g6,g40,+
g15,g40,+
g38,g40,+
g39,g40,+
g46,g40,-
g48,g40,+
g55,g40,+
g64,g40,+
g83,g40,+
g5,g41,+
g9,g41,+
g13,g41,-
g17,g41,+
g32,g41,+
g55,g41,+
g58,g41,+
g64,g41,+
g75,g41,+
g78,g41,+
g88,g41,+
g23,g42,+
g64,g42,+
g76,g42,+
g83,g42,+
g9,g43,+
g10,g43,+
g27,g43,+
g31,g43,+
g39,g43,-
g40,g43,+
g44,g43,+
g56,g43,+
g72,g43,+
g5,g44,+
g30,g44,+
g32,g44,+
g45,g44,-
g48,g44,+
g77,g44,+
g99,g44,+
g22,g45,+
g25,g45,+
g36,g45,+
g59,g45,+
g83,g45,+
g98,g45,+
g99,g45,+
g100,g45,+
g9,g46,+
g11,g46,+
g22,g46,+
g45,g46,+
g58,g46,+
g72,g46,+
g89,g46,+
g95,g46,+
g11,g47,+
g17,g47,+
g27,g47,+
g32,g47,+
g36,g47,+
g41,g47,+
g43,g47,+
g50,g47,+
g78,g47,+
g82,g47,+
g4,g48,+
g6,g48,+
g16,g48,+
g19,g48,+
g31,g48,+
g33,g48,+
g70,g48,+
g87,g48,+
g98,g48,-
g37,g49,+
g39,g49,-
g55,g49,+
g57,g49,+
g60,g49,+
g66,g49,-
g90,g49,+
g94,g49,+
g23,g50,+
g25,g50,+
g26,g50,+
g36,g50,+
g47,g50,+
g61,g50,+
g66,g50,+
g79,g50,+
g90,g50,-
g1,g51,+
g6,g51,+
g30,g51,+
g35,g51,+
g47,g51,+
g50,g51,+
g52,g51,+
g90,g51,+
g96,g51,+
g98,g51,+
g100,g51,+
g18,g52,+
g27,g52,+
g31,g52,+
g55,g52,+
g60,g52,+
g74,g52,+
g78,g52,+
g90,g52,-
g28,g53,+
g34,g53,+
g43,g53,+
g45,g53,+
g47,g53,+
g50,g53,+
g51,g53,+
g54,g53,+
g56,g53,-
g77,g53,+
g79,g53,+
g80,g53,-
g86,g53,+
g92,g53,-
g22,g54,+
g23,g54,+
g26,g54,+
g81,g54,+
g89,g54,-
g2,g55,-
g3,g55,+
g17,g55,+
g23,g55,+
g30,g55,+
g33,g55,-
g37,g55,+
g52,g55,+
g53,g55,+
g56,g55,+
g58,g55,+
g86,g55,-
g90,g55,+
g92,g55,+
g93,g55,+
g97,g55,+
g98,g55,+
g99,g55,+
g24,g56,+
g25,g56,+
g27,g56,+
g37,g56,+
g41,g56,+
g52,g56,+
g75,g56,+
g78,g56,+
g81,g56,+
g85,g56,+
g93,g56,-
g98,g56,+
g1,g57,+
g3,g57,-
g9,g57,+
g25,g57,+
g29,g57,+
g53,g57,+
g66,g57,+
g67,g57,+
g70,g57,+
g77,g57,+
g93,g57,+
g5,g58,+
g9,g58,+
g16,g58,+
g21,g58,+
g25,g58,+
g32,g58,+
g48,g58,+
g50,g58,-
g66,g58,+
g88,g58,+
g91,g58,+
g95,g58,+
g7,g59,-
g11,g59,+
g13,g59,+
g30,g59,-
g39,g59,+
g55,g59,+
g58,g59,+
g78,g59,+
g81,g59,+
g92,g59,+
g10,g60,+
g11,g60,+
g18,g60,+
g31,g60,+
g36,g60,+
g37,g60,+
g62,g60,-
g3,g61,+
g5,g61,+
g9,g61,+
g15,g61,+
g17,g61,+
g23,g61,+
g27,g61,-
g33,g61,+
g52,g61,-
g73,g61,+
g74,g61,+
g1,g62,+
g21,g62,+
g31,g62,+
g38,g62,+
g41,g62,+
g45,g62,+
g54,g62,-
g65,g62,+
g76,g62,+
g77,g62,+
g84,g62,+
g93,g62,+
g6,g63,+
g28,g63,+
g30,g63,+
g50,g63,+
g58,g63,+
g71,g63,-
g77,g63,-
g82,g63,+
g91,g63,-
g100,g63,+
g6,g64,+
g21,g64,+
g23,g64,-
g27,g64,+
g35,g64,+
g37,g64,+
g80,g64,+
g81,g64,+
g84,g64,+
g11,g65,+
g14,g65,+
g19,g65,+
g30,g65,+
g49,g65,+
g64,g65,+
g72,g65,+
g73,g65,+
g78,g65,+
g79,g65,+
g84,g65,+
g88,g65,+
g99,g65,+
g14,g66,+
g17,g66,-
g19,g66,+
g21,g66,+
g23,g66,+
g31,g66,-
g46,g66,+
g57,g66,+
g60,g66,+
g61,g66,+
g71,g66,-
g74,g66,+
g77,g66,+
g86,g66,+
g98,g66,+
g30,g67,+
g38,g67,+
g39,g67,+
g56,g67,+
g71,g67,-
g91,g67,+
g12,g68,+
g14,g68,+
g16,g68,+
g26,g68,-
g39,g68,+
g47,g68,+
g50,g68,+
g58,g68,+
g81,g68,+
g86,g68,-
g89,g68,+
g6,g69,+
g17,g69,+
g26,g69,+
g28,g69,+
g39,g69,+
g75,g69,+
g100,g69,+
g23,g70,+
g30,g70,+
g59,g70,+
g81,g70,+
g3,g71,+
g5,g71,+
g9,g71,+
g21,g71,-
g26,g71,+
g32,g71,-
g34,g71,+
g36,g71,+
g46,g71,+
g48,g71,+
g74,g71,+
g89,g71,+
g92,g71,-
g6,g72,-
g8,g72,+
g29,g72,+
g47,g72,+
g55,g72,+
g58,g72,+
g62,g72,+
g71,g72,+
g87,g72,+
g89,g72,+
g97,g72,+
g4,g73,+
g5,g73,+
g11,g73,+
g13,g73,+
g17,g73,+
g28,g73,+
g39,g73,+
g63,g73,+
g91,g73,+
g94,g73,+
g98,g73,-
g99,g73,+
g25,g74,-
g29,g74,+
g40,g74,+
g45,g74,+
g88,g74,+
g92,g74,+
g99,g74,+
g20,g75,+
g36,g75,+
g39,g75,-
g48,g75,+
g50,g75,+
g56,g75,+
g62,g75,+
g67,g75,-
g69,g75,+
g97,g75,+
g36,g76,+
g46,g76,+
g47,g76,+
g63,g76,-
g70,g76,+
g72,g76,+
g79,g76,+
g13,g77,+
g19,g77,+
g22,g77,+
g37,g77,+
g39,g77,+
g50,g77,+
g55,g77,+
g60,g77,+
g82,g77,+
g88,g77,+
g99,g77,+
g26,g78,+
g39,g78,+
g43,g78,-
g74,g78,+
g89,g78,+
g96,g78,+
g11,g79,+
g12,g79,-
g20,g79,+
g25,g79,+
g32,g79,+
g39,g79,+
g91,g79,+
g5,g80,+
g9,g80,+
g11,g80,+
g13,g80,+
g40,g80,+
g48,g80,-
g71,g80,+
g75,g80,+
g76,g80,+
g2,g81,+
g8,g81,+
g9,g81,+
g13,g81,+
g16,g81,+
g25,g81,+
g26,g81,+
g29,g81,+
g34,g81,+
g44,g81,+
g46,g81,+
g55,g81,+
g57,g81,+
g58,g81,+
g59,g81,+
g62,g81,+
g65,g81,+
g67,g81,+
g91,g81,+
g6,g82,+
g12,g82,+
g29,g82,+
g44,g82,+
g57,g82,+
g68,g82,+
g74,g82,-
g92,g82,-
g12,g83,+
g13,g83,+
g17,g83,+
g24,g83,+
g42,g83,+
g46,g83,+
g49,g83,+
g52,g83,+
g71,g83,+
g5,g84,+
g8,g84,+
g15,g84,+
g21,g84,+
g32,g84,-
g41,g84,+
g51,g84,+
g87,g84,+
g95,g84,+
g9,g85,+
g10,g85,+
g16,g85,+
g19,g85,+
g23,g85,+
g35,g85,+
g37,g85,+
g39,g85,+
g41,g85,+
g45,g85,+
g47,g85,+
g50,g85,+
g53,g85,+
g59,g85,+
g83,g85,+
g84,g85,+
g9,g86,+
g27,g86,+
g29,g86,-
g37,g86,+
g48,g86,-
g57,g86,+
g62,g86,+
g69,g86,+
g74,g86,+
g96,g86,+
g2,g87,-
g7,g87,+
g18,g87,+
g20,g87,+
g24,g87,+
g51,g87,+
g71,g87,+
g92,g87,+
g3,g88,+
g15,g88,+
g29,g88,+
g40,g88,+
g46,g88,-
g68,g88,+
g75,g88,+
g87,g88,+
g93,g88,+
g1,g89,+
g2,g89,+
g10,g89,+
g18,g89,+
g24,g89,+
g32,g89,+
g34,g89,-
g48,g89,+
g55,g89,+
g74,g89,+
g78,g89,+
g13,g90,+
g25,g90,+
g27,g90,+
g30,g90,+
g42,g90,+
g46,g90,+
g57,g90,+
g71,g90,+
g79,g90,+
g81,g90,+
g84,g90,+
g96,g90,-
g5,g91,+
g14,g91,+
g32,g91,-
g45,g91,+
g46,g91,+
g53,g91,+
g59,g91,+
g62,g91,+
g63,g91,+
g65,g91,+
g72,g91,+
g79,g91,+
g85,g91,+
g100,g91,+
g6,g92,+
g7,g92,-
g14,g92,+
g26,g92,+
g34,g92,+
g35,g92,+
g59,g92,+
g68,g92,+
g69,g92,+
g77,g92,+
g5,g93,+
g9,g93,+
g31,g93,+
g36,g93,-
g58,g93,+
g68,g93,+
g75,g93,+
g84,g93,+
g97,g93,+
g1,g94,+
g22,g94,+
g31,g94,+
g38,g94,+
g53,g94,+
g82,g94,+
g89,g94,+
g95,g94,+
g97,g94,+
g99,g94,+
g10,g95,+
g12,g95,+
g16,g95,+
g38,g95,+
g53,g95,+
g57,g95,+
g66,g95,+
g72,g95,+
g73,g95,+
g74,g95,+
g80,g95,+
g85,g95,-
g92,g95,+
g96,g95,+
g100,g95,+
g10,g96,+
g14,g96,+
g41,g96,+
g48,g96,+
g56,g96,+
g61,g96,+
g66,g96,+
g69,g96,+
g78,g96,+
g90,g96,+
g5,g97,+
g7,g97,+
g11,g97,+
g19,g97,+
g31,g97,+
g35,g97,+
g50,g97,-
g57,g97,-
g90,g97,+
g1,g98,+
g7,g98,+
g80,g98,+
g91,g98,+
g99,g98,+
g100,g98,+
g1,g99,+
g19,g99,+
g42,g99,-
g50,g99,-
g56,g99,+
g82,g99,+
g3,g100,+
g33,g100,+
g52,g100,+
g54,g100,+
g59,g100,-
g69,g100,+
g73,g100,+
g87,g100,+
g96,g100,+
g99,g100,+
