Gene  Rule 
g51    ( g23 or g24 or g49 or g77 or g92 or g93 or g95 or g96 or g98 or g100 ) and not ( g10 or g37 or g47 )
g52    ( g17 or g22 or g29 or g33 or g38 or g59 or g64 or g72 or g87 or g91 ) and not ( g57 )
g53    ( g2 or g7 or g17 or g29 or g37 or g42 or g51 or g63 or g71 or g73 or g79 or g80 or g91 or g94 ) and not ( g45 or g93 )
g54    ( g3 or g8 or g9 or g12 or g16 or g21 or g28 or g29 or g58 or g68 or g69 or g97 ) and not ( g24 or g41 )
g55    ( g20 or g31 or g43 or g49 or g62 or g63 or g67 or g86 or g92 or g95 or g97 ) and not ( g30 or g59 )
g56    ( g5 or g21 or g31 or g45 or g62 or g64 or g88 ) and not ( g13 )
g57    ( g4 or g10 or g16 or g30 or g32 or g33 or g75 or g89 or g93 )
g58    ( g10 or g19 or g67 or g78 or g98 ) and not ( g13 or g75 or g92 or g100 )
g59    ( g25 or g30 or g33 or g34 or g45 or g63 or g64 or g68 ) and not ( g56 )
g60    ( g33 or g37 or g51 or g63 or g88 or g95 ) and not ( g42 )
g61    ( g7 or g15 or g22 or g23 or g26 or g43 or g45 or g57 or g63 or g84 ) and not ( g21 or g33 or g77 or g85 or g100 )
g62    ( g5 or g7 or g14 or g22 or g34 or g42 or g47 or g51 or g78 or g81 or g86 or g97 )
g63    ( g3 or g19 or g21 or g31 or g41 or g43 or g61 or g71 or g77 or g93 or g97 ) and not ( g4 or g29 or g92 )
g64    ( g6 or g22 or g25 or g42 or g45 or g77 ) and not ( g29 )
g65    ( g8 or g29 or g48 or g66 or g67 or g74 or g79 )
g66    ( g34 or g48 or g50 or g74 or g79 or g93 )
g67    ( g4 or g7 or g11 or g17 or g30 or g32 or g35 or g79 )
g68    ( g6 or g9 or g15 or g17 or g41 or g46 or g71 or g82 or g99 )
g69    ( g14 or g31 or g32 or g42 or g48 or g58 or g65 or g68 or g74 or g88 or g91 )
g70    ( g6 or g20 or g39 or g54 or g77 or g78 or g83 or g88 or g90 or g92 or g94 or g97 or g100 )
g71    ( g2 or g7 or g40 or g44 or g46 or g62 or g63 or g65 or g76 or g86 or g99 )
g72    ( g15 or g16 or g39 or g55 or g93 ) and not ( g50 or g69 or g95 )
g73    ( g18 or g22 or g32 or g34 or g64 or g68 or g72 )
g74    ( g5 or g35 or g67 or g86 or g91 or g92 or g98 ) and not ( g36 or g71 )
g75    ( g9 or g13 or g14 or g17 or g33 or g36 or g48 or g54 or g97 ) and not ( g28 )
g76    ( g2 or g9 or g22 or g34 or g44 or g57 or g58 or g66 or g70 or g71 or g95 ) and not ( g28 or g69 or g83 )
g77    ( g12 or g24 or g36 or g45 or g48 or g57 or g66 or g82 or g91 ) and not ( g14 )
g78    ( g10 or g46 or g55 or g58 or g70 or g71 or g84 ) and not ( g69 )
g79    ( g1 or g7 or g8 or g11 or g16 or g26 or g43 or g64 or g68 or g69 or g74 or g86 )
g80    ( g7 or g9 or g23 or g24 or g32 or g40 or g46 or g51 or g54 or g72 or g75 or g78 or g86 or g87 or g89 )
g81    ( g43 or g48 or g53 or g83 or g93 ) and not ( g82 )
g82    ( g2 or g6 or g26 or g31 or g43 or g47 or g90 or g96 ) and not ( g12 )
g83    ( g5 or g6 or g12 or g15 or g55 or g58 or g59 or g64 or g74 or g81 or g93 ) and not ( g45 )
g84    ( g1 or g18 or g19 or g25 or g62 or g66 or g75 or g81 ) and not ( g15 )
g85    ( g19 or g25 or g40 or g47 or g48 or g93 ) and not ( g15 or g77 or g96 )
g86    ( g1 or g11 or g24 or g27 or g36 or g46 or g58 or g81 )
g87    ( g7 or g22 or g25 or g32 or g44 or g47 or g61 or g76 )
g88    ( g4 or g7 or g14 or g16 or g21 or g29 or g39 or g57 or g58 or g66 or g75 or g90 or g91 )
g89    ( g11 or g41 or g62 or g64 or g95 ) and not ( g24 )
g90    ( g7 or g23 or g48 or g62 or g65 or g66 or g67 ) and not ( g77 )
g91    ( g10 or g22 or g23 or g24 or g31 or g46 or g56 or g60 or g69 or g70 or g73 or g99 or g100 ) and not ( g25 )
g92    ( g3 or g9 or g22 or g26 or g28 or g48 or g52 or g59 or g73 or g93 )
g93    ( g16 or g25 or g28 or g31 or g67 or g68 or g99 ) and not ( g24 )
g94    ( g16 or g25 or g27 or g50 or g65 or g75 or g80 or g83 ) and not ( g97 )
g95    ( g32 or g61 or g65 or g72 or g84 or g88 ) and not ( g52 )
g96    ( g41 or g42 or g65 or g69 or g70 or g76 or g92 or g97 )
g97    ( g19 or g26 or g35 or g49 or g54 or g70 or g74 or g78 or g81 )
g98    ( g3 or g24 or g54 or g61 or g67 or g74 or g96 )
g99    ( g14 or g31 or g37 ) and not ( g18 )
g100    ( g3 or g8 or g10 or g31 or g32 or g42 or g45 or g57 or g59 or g68 or g69 or g88 or g97 ) and not ( g1 or g7 or g23 or g30 or g34 )
