Gene  Rule 
g78    ( g1 or g3 or g9 or g10 or g30 or g44 or g54 or g62 or g79 or g82 or g94 or g95 ) and not ( g38 or g66 )
g79    ( g23 or g50 or g85 or g88 or g90 or g91 or g96 or g99 ) and not ( g82 )
g80    ( g15 or g22 or g24 or g25 or g76 or g77 or g78 or g82 or g85 ) and not ( g50 )
g81    ( g46 or g64 or g72 or g93 ) and not ( g60 )
g82    ( g9 or g11 or g20 or g28 or g43 or g49 or g55 or g59 or g72 or g87 or g90 ) and not ( g38 )
g83    ( g7 or g59 or g89 ) and not ( g90 or g98 )
g84    ( g3 or g5 or g15 or g24 or g55 or g68 or g81 ) and not ( g58 or g82 )
g85    ( g8 or g11 or g15 or g17 or g32 or g38 or g41 or g74 or g75 or g81 )
g86    ( g11 or g23 or g56 or g72 or g95 )
g87    ( g17 or g18 or g23 or g25 or g27 or g32 or g35 or g49 or g53 or g54 or g56 or g62 or g71 or g77 or g78 or g88 ) and not ( g6 )
g88    ( g16 or g20 or g29 or g36 or g57 or g63 or g66 or g77 ) and not ( g68 )
g89    ( g5 or g15 or g22 or g37 or g44 or g47 or g69 or g79 or g85 or g86 or g96 or g98 ) and not ( g12 or g71 or g84 )
g90    ( g11 or g17 or g42 or g60 or g64 or g76 or g83 or g97 ) and not ( g26 )
g91    ( g1 or g4 or g16 or g20 or g22 or g25 or g42 or g64 or g66 or g71 or g76 or g77 or g83 or g96 or g98 )
g92    ( g6 or g7 or g30 or g36 or g45 or g47 or g58 or g74 or g93 or g100 ) and not ( g67 )
g93    ( g7 or g8 or g10 or g42 or g68 or g74 ) and not ( g61 or g86 )
g94    ( g10 or g15 or g38 or g61 or g64 ) and not ( g59 )
g95    ( g3 or g28 or g29 or g48 or g61 or g74 or g77 or g85 or g87 or g98 or g99 ) and not ( g42 or g67 )
g96    ( g4 or g26 or g50 or g57 or g60 or g63 or g69 or g70 or g93 or g95 ) and not ( g23 )
g97    ( g2 or g4 or g29 or g43 or g51 or g54 or g78 or g90 ) and not ( g33 )
g98    ( g14 or g56 or g59 or g75 or g82 or g83 ) and not ( g5 )
g99    ( g9 or g17 or g40 or g45 or g46 or g59 or g72 ) and not ( g38 )
g100    ( g27 or g29 or g54 or g59 or g60 or g98 )
