Gene1,Gene2,Type
g65,g53,-
g72,g53,+
g76,g53,+
g93,g53,+
g4,g54,+
g29,g54,+
g35,g54,+
g70,g54,-
g7,g55,+
g26,g55,+
g27,g55,+
g44,g55,+
g67,g55,+
g76,g55,+
g92,g55,+
g6,g56,+
g11,g56,-
g20,g56,+
g24,g56,+
g35,g56,+
g51,g56,+
g70,g56,+
g82,g56,+
g90,g56,+
g99,g56,+
g5,g57,+
g16,g57,-
g21,g57,+
g24,g57,+
g28,g57,-
g33,g57,+
g42,g57,+
g46,g57,+
g47,g57,-
g48,g57,+
g58,g57,-
g59,g57,+
g60,g57,+
g67,g57,+
g72,g57,-
g75,g57,+
g88,g57,-
g26,g58,+
g69,g58,+
g72,g58,+
g75,g58,+
g76,g58,+
g85,g58,+
g86,g58,+
g87,g58,+
g92,g58,+
g93,g58,+
g97,g58,+
g16,g59,+
g19,g59,+
g30,g59,-
g35,g59,+
g41,g59,+
g57,g59,-
g71,g59,+
g72,g59,-
g73,g59,+
g82,g59,+
g89,g59,+
g100,g59,-
g2,g60,+
g20,g60,-
g36,g60,-
g65,g60,+
g79,g60,+
g81,g60,+
g2,g61,+
g17,g61,+
g26,g61,+
g27,g61,+
g40,g61,-
g47,g61,+
g78,g61,+
g82,g61,+
g91,g61,+
g6,g62,-
g35,g62,+
g39,g62,+
g81,g62,+
g7,g63,+
g13,g63,+
g18,g63,+
g27,g63,+
g33,g63,+
g45,g63,+
g46,g63,+
g49,g63,+
g55,g63,-
g59,g63,-
g72,g63,+
g73,g63,+
g76,g63,+
g78,g63,-
g83,g63,+
g92,g63,+
g94,g63,+
g1,g64,+
g5,g64,+
g7,g64,+
g15,g64,+
g20,g64,+
g22,g64,-
g31,g64,+
g39,g64,+
g51,g64,-
g60,g64,+
g61,g64,+
g69,g64,+
g80,g64,+
g81,g64,+
g93,g64,+
g23,g65,+
g26,g65,+
g32,g65,+
g33,g65,+
g43,g65,+
g55,g65,+
g56,g65,+
g61,g65,+
g76,g65,+
g16,g66,+
g33,g66,+
g42,g66,-
g68,g66,+
g69,g66,-
g80,g66,+
g99,g66,+
g11,g67,+
g27,g67,+
g36,g67,+
g44,g67,+
g45,g67,+
g53,g67,+
g57,g67,+
g73,g67,+
g79,g67,+
g3,g68,+
g13,g68,+
g18,g68,+
g19,g68,-
g24,g68,+
g30,g68,+
g46,g68,+
g1,g69,+
g2,g69,+
g20,g69,+
g31,g69,+
g49,g69,+
g50,g69,+
g74,g69,+
g82,g69,-
g84,g69,+
g100,g69,+
g2,g70,+
g12,g70,+
g20,g70,+
g35,g70,+
g42,g70,+
g44,g70,+
g57,g70,+
g59,g70,+
g65,g70,+
g93,g70,+
g2,g71,+
g4,g71,-
g10,g71,+
g30,g71,+
g32,g71,+
g47,g71,+
g50,g71,-
g54,g71,+
g84,g71,-
g95,g71,+
g4,g72,-
g9,g72,+
g25,g72,+
g31,g72,+
g38,g72,+
g50,g72,+
g53,g72,+
g54,g72,+
g57,g72,+
g68,g72,+
g77,g72,+
g97,g72,+
g98,g72,+
g5,g73,+
g35,g73,-
g45,g73,+
g54,g73,+
g57,g73,+
g66,g73,+
g68,g73,+
g5,g74,+
g9,g74,+
g46,g74,-
g61,g74,+
g62,g74,+
g67,g74,-
g76,g74,+
g78,g74,+
g100,g74,-
g36,g75,+
g43,g75,+
g54,g75,+
g58,g75,+
g60,g75,+
g76,g75,+
g87,g75,+
g25,g76,+
g30,g76,+
g37,g76,+
g38,g76,+
g46,g76,+
g49,g76,-
g60,g76,-
g78,g76,+
g82,g76,+
g100,g76,+
g29,g77,+
g31,g77,+
g41,g77,+
g52,g77,+
g81,g77,-
g88,g77,+
g92,g77,+
g95,g77,+
g27,g78,+
g45,g78,+
g48,g78,+
g54,g78,+
g67,g78,+
g70,g78,+
g74,g78,+
g76,g78,+
g89,g78,+
g95,g78,+
g6,g79,+
g15,g79,+
g22,g79,+
g27,g79,+
g34,g79,+
g76,g79,+
g77,g79,+
g78,g79,+
g87,g79,+
g92,g79,+
g97,g79,+
g1,g80,+
g5,g80,+
g23,g80,+
g32,g80,+
g34,g80,+
g36,g80,-
g46,g80,+
g48,g80,+
g59,g80,+
g63,g80,+
g85,g80,+
g91,g80,+
g93,g80,+
g44,g81,+
g46,g81,+
g51,g81,+
g61,g81,+
g66,g81,-
g80,g81,+
g92,g81,+
g13,g82,+
g23,g82,-
g30,g82,+
g42,g82,+
g44,g82,+
g52,g82,+
g58,g82,+
g60,g82,+
g70,g82,+
g78,g82,+
g79,g82,+
g88,g82,+
g97,g82,+
g5,g83,+
g7,g83,-
g18,g83,+
g39,g83,+
g59,g83,+
g63,g83,+
g86,g83,+
g95,g83,+
g5,g84,+
g10,g84,+
g16,g84,+
g17,g84,+
g37,g84,-
g43,g84,-
g45,g84,-
g62,g84,+
g64,g84,+
g81,g84,+
g92,g84,+
g25,g85,-
g28,g85,+
g37,g85,+
g50,g85,+
g97,g85,-
g98,g85,+
g100,g85,+
g21,g86,+
g22,g86,+
g32,g86,+
g35,g86,+
g71,g86,+
g46,g87,+
g52,g87,+
g68,g87,+
g79,g87,+
g1,g88,-
g3,g88,+
g5,g88,+
g6,g88,+
g16,g88,+
g44,g88,+
g56,g88,+
g60,g88,+
g61,g88,+
g71,g88,+
g77,g88,+
g5,g89,+
g16,g89,-
g34,g89,+
g41,g89,+
g69,g89,+
g78,g89,+
g88,g89,+
g8,g90,+
g20,g90,-
g24,g90,+
g35,g90,-
g42,g90,+
g43,g90,+
g45,g90,+
g49,g90,+
g52,g90,+
g53,g90,+
g64,g90,+
g72,g90,+
g76,g90,+
g85,g90,+
g88,g90,+
g2,g91,+
g22,g91,+
g45,g91,+
g46,g91,+
g49,g91,+
g50,g91,+
g59,g91,+
g98,g91,+
g8,g92,+
g29,g92,+
g37,g92,+
g47,g92,+
g48,g92,+
g54,g92,+
g58,g92,+
g60,g92,+
g71,g92,+
g74,g92,+
g81,g92,+
g88,g92,+
g89,g92,+
g90,g92,+
g95,g92,+
g6,g93,+
g12,g93,-
g23,g93,+
g27,g93,+
g38,g93,+
g41,g93,+
g61,g93,+
g63,g93,+
g64,g93,-
g87,g93,+
g92,g93,+
g11,g94,+
g32,g94,+
g38,g94,+
g41,g94,+
g56,g94,+
g75,g94,+
g80,g94,-
g6,g95,+
g10,g95,+
g15,g95,-
g43,g95,+
g60,g95,+
g68,g95,+
g75,g95,+
g77,g95,+
g86,g95,+
g19,g96,+
g42,g96,+
g43,g96,+
g50,g96,+
g61,g96,+
g66,g96,+
g73,g96,+
g75,g96,+
g78,g96,+
g79,g96,+
g81,g96,+
g91,g96,+
g1,g97,+
g2,g97,+
g3,g97,+
g36,g97,+
g37,g97,+
g43,g97,+
g47,g97,+
g63,g97,+
g64,g97,-
g80,g97,-
g90,g97,+
g94,g97,+
g95,g97,+
g2,g98,+
g21,g98,+
g34,g98,+
g35,g98,+
g69,g98,-
g93,g98,+
g99,g98,+
g29,g99,+
g33,g99,+
g38,g99,+
g78,g99,+
g98,g99,+
g100,g99,+
g27,g100,+
g32,g100,+
g37,g100,+
g38,g100,+
g64,g100,+
g68,g100,+
g73,g100,+
g75,g100,+
g76,g100,+
g78,g100,+
g86,g100,+
