Gene  Rule 
g84    ( g5 or g8 or g15 or g21 or g41 or g51 or g87 or g95 ) and not ( g32 )
g85    ( g9 or g10 or g16 or g19 or g23 or g35 or g37 or g39 or g41 or g45 or g47 or g50 or g53 or g59 or g83 or g84 )
g86    ( g9 or g27 or g37 or g57 or g62 or g69 or g74 or g96 ) and not ( g29 or g48 )
g87    ( g7 or g18 or g20 or g24 or g51 or g71 or g92 ) and not ( g2 )
g88    ( g3 or g15 or g29 or g40 or g68 or g75 or g87 or g93 ) and not ( g46 )
g89    ( g1 or g2 or g10 or g18 or g24 or g32 or g48 or g55 or g74 or g78 ) and not ( g34 )
g90    ( g13 or g25 or g27 or g30 or g42 or g46 or g57 or g71 or g79 or g81 or g84 ) and not ( g96 )
g91    ( g5 or g14 or g45 or g46 or g53 or g59 or g62 or g63 or g65 or g72 or g79 or g85 or g100 ) and not ( g32 )
g92    ( g6 or g14 or g26 or g34 or g35 or g59 or g68 or g69 or g77 ) and not ( g7 )
g93    ( g5 or g9 or g31 or g58 or g68 or g75 or g84 or g97 ) and not ( g36 )
g94    ( g1 or g22 or g31 or g38 or g53 or g82 or g89 or g95 or g97 or g99 )
g95    ( g10 or g12 or g16 or g38 or g53 or g57 or g66 or g72 or g73 or g74 or g80 or g92 or g96 or g100 ) and not ( g85 )
g96    ( g10 or g14 or g41 or g48 or g56 or g61 or g66 or g69 or g78 or g90 )
g97    ( g5 or g7 or g11 or g19 or g31 or g35 or g90 ) and not ( g50 or g57 )
g98    ( g1 or g7 or g80 or g91 or g99 or g100 )
g99    ( g1 or g19 or g56 or g82 ) and not ( g42 or g50 )
g100    ( g3 or g33 or g52 or g54 or g69 or g73 or g87 or g96 or g99 ) and not ( g59 )
