Gene1,Gene2,Type
g72,g61,-
g78,g61,+
g90,g61,+
g92,g61,+
g98,g61,+
g5,g62,+
g7,g62,+
g9,g62,+
g10,g62,+
g18,g62,+
g25,g62,+
g30,g62,+
g43,g62,-
g45,g62,+
g50,g62,+
g57,g62,-
g73,g62,+
g76,g62,+
g81,g62,+
g89,g62,-
g96,g62,+
g99,g62,+
g36,g63,-
g40,g63,+
g59,g63,+
g62,g63,-
g70,g63,+
g98,g63,+
g1,g64,+
g10,g64,+
g11,g64,+
g28,g64,+
g36,g64,+
g38,g64,+
g50,g64,+
g56,g64,+
g71,g64,+
g80,g64,+
g92,g64,+
g22,g65,+
g35,g65,+
g46,g65,+
g47,g65,+
g52,g65,+
g53,g65,+
g54,g65,-
g93,g65,+
g96,g65,+
g33,g66,+
g42,g66,-
g53,g66,+
g54,g66,+
g57,g66,+
g75,g66,+
g78,g66,+
g92,g66,+
g8,g67,+
g39,g67,+
g60,g67,+
g62,g67,-
g69,g67,+
g82,g67,+
g83,g67,+
g91,g67,+
g20,g68,+
g48,g68,+
g55,g68,+
g56,g68,+
g59,g68,+
g61,g68,+
g66,g68,+
g81,g68,+
g86,g68,-
g95,g68,+
g1,g69,+
g7,g69,+
g13,g69,+
g17,g69,+
g23,g69,+
g37,g69,+
g60,g69,+
g66,g69,+
g67,g69,+
g68,g69,+
g87,g69,+
g88,g69,+
g95,g69,-
g9,g70,+
g10,g70,+
g24,g70,+
g28,g70,+
g54,g70,-
g79,g70,+
g91,g70,+
g100,g70,+
g3,g71,+
g12,g71,+
g21,g71,+
g23,g71,+
g26,g71,+
g29,g71,+
g31,g71,+
g75,g71,+
g76,g71,+
g77,g71,+
g97,g71,-
g6,g72,-
g13,g72,+
g17,g72,+
g29,g72,+
g31,g72,+
g59,g72,+
g60,g72,+
g61,g72,+
g75,g72,+
g91,g72,+
g94,g72,-
g96,g72,+
g25,g73,+
g29,g73,+
g61,g73,-
g81,g73,+
g86,g73,+
g92,g73,-
g2,g74,+
g4,g74,+
g8,g74,+
g13,g74,+
g14,g74,+
g21,g74,+
g25,g74,+
g27,g74,+
g31,g74,+
g35,g74,-
g41,g74,+
g63,g74,-
g64,g74,-
g66,g74,+
g72,g74,+
g76,g74,+
g81,g74,+
g84,g74,+
g90,g74,+
g100,g74,+
g23,g75,+
g31,g75,+
g46,g75,+
g49,g75,-
g51,g75,-
g58,g75,+
g77,g75,+
g84,g75,+
g22,g76,+
g33,g76,+
g40,g76,+
g45,g76,-
g54,g76,+
g16,g77,+
g20,g77,+
g21,g77,+
g36,g77,-
g39,g77,+
g46,g77,-
g47,g77,+
g58,g77,+
g84,g77,+
g85,g77,+
g97,g77,+
g21,g78,+
g40,g78,+
g42,g78,+
g46,g78,-
g58,g78,+
g59,g78,+
g61,g78,+
g69,g78,+
g73,g78,+
g77,g78,+
g90,g78,+
g91,g78,+
g94,g78,+
g99,g78,-
g3,g79,+
g14,g79,+
g18,g79,+
g19,g79,+
g23,g79,+
g33,g79,+
g36,g79,+
g49,g79,+
g62,g79,+
g82,g79,+
g4,g80,+
g11,g80,+
g13,g80,+
g16,g80,+
g18,g80,+
g50,g80,+
g60,g80,+
g61,g80,+
g82,g80,+
g85,g80,+
g6,g81,-
g53,g81,+
g55,g81,+
g60,g81,+
g75,g81,+
g85,g81,+
g97,g81,+
g99,g81,-
g26,g82,+
g32,g82,+
g39,g82,+
g61,g82,+
g62,g82,+
g84,g82,+
g85,g82,-
g91,g82,+
g100,g82,+
g1,g83,+
g32,g83,-
g36,g83,+
g45,g83,+
g79,g83,+
g92,g83,+
g96,g83,+
g10,g84,+
g21,g84,+
g29,g84,+
g36,g84,+
g43,g84,-
g51,g84,+
g66,g84,+
g68,g84,+
g100,g84,+
g1,g85,+
g2,g85,+
g7,g85,+
g8,g85,+
g17,g85,-
g26,g85,+
g37,g85,+
g44,g85,+
g72,g85,+
g81,g85,+
g3,g86,+
g4,g86,-
g5,g86,+
g12,g86,+
g18,g86,+
g44,g86,+
g74,g86,+
g81,g86,+
g83,g86,+
g35,g87,+
g37,g87,+
g49,g87,+
g57,g87,+
g61,g87,+
g68,g87,+
g100,g87,+
g5,g88,+
g6,g88,+
g12,g88,+
g28,g88,+
g37,g88,+
g41,g88,+
g47,g88,+
g62,g88,-
g83,g88,+
g87,g88,+
g91,g88,+
g22,g89,+
g39,g89,+
g42,g89,+
g58,g89,+
g61,g89,+
g67,g89,+
g83,g89,+
g90,g89,-
g4,g90,-
g8,g90,+
g24,g90,+
g72,g90,+
g99,g90,+
g3,g91,+
g7,g91,+
g8,g91,+
g17,g91,+
g21,g91,+
g29,g91,+
g35,g91,+
g47,g91,+
g51,g91,+
g69,g91,+
g74,g91,+
g76,g91,+
g97,g91,+
g4,g92,+
g16,g92,+
g25,g92,+
g34,g92,+
g35,g92,+
g63,g92,+
g66,g92,+
g75,g92,-
g100,g92,+
g20,g93,+
g24,g93,+
g35,g93,+
g44,g93,+
g54,g93,+
g60,g93,+
g83,g93,+
g89,g93,+
g12,g94,+
g23,g94,+
g83,g94,+
g89,g94,+
g95,g94,+
g8,g95,+
g14,g95,+
g38,g95,+
g39,g95,+
g42,g95,+
g48,g95,+
g64,g95,+
g70,g95,+
g86,g95,+
g89,g95,+
g94,g95,-
g99,g95,+
g19,g96,+
g27,g96,+
g35,g96,+
g49,g96,+
g61,g96,+
g69,g96,+
g95,g96,+
g11,g97,+
g14,g97,+
g36,g97,+
g39,g97,+
g40,g97,+
g42,g97,+
g51,g97,+
g55,g97,+
g63,g97,+
g65,g97,-
g68,g97,+
g77,g97,+
g79,g97,+
g84,g97,+
g86,g97,+
g11,g98,+
g14,g98,+
g31,g98,+
g33,g98,+
g59,g98,+
g61,g98,+
g81,g98,+
g82,g98,+
g22,g99,+
g59,g99,+
g65,g99,+
g69,g99,+
g92,g99,+
g3,g100,+
g6,g100,-
g22,g100,+
g27,g100,+
g56,g100,+
g93,g100,+
g97,g100,+
