Gene1,Gene2,Type
g7,g47,+
g8,g47,+
g17,g47,+
g19,g47,+
g24,g47,+
g33,g47,+
g34,g47,+
g36,g47,+
g40,g47,+
g41,g47,+
g43,g47,+
g49,g47,+
g50,g47,+
g52,g47,+
g60,g47,+
g81,g47,+
g85,g47,+
g97,g47,+
g4,g48,+
g10,g48,+
g13,g48,+
g15,g48,+
g16,g48,+
g17,g48,+
g19,g48,+
g26,g48,+
g55,g48,-
g62,g48,+
g73,g48,+
g89,g48,+
g91,g48,+
g42,g49,+
g43,g49,+
g57,g49,+
g58,g49,+
g78,g49,+
g28,g50,-
g40,g50,+
g41,g50,+
g51,g50,+
g53,g50,+
g82,g50,+
g84,g50,+
g92,g50,+
g10,g51,-
g23,g51,+
g24,g51,+
g37,g51,-
g47,g51,-
g49,g51,+
g77,g51,+
g92,g51,+
g93,g51,+
g95,g51,+
g96,g51,+
g98,g51,+
g100,g51,+
g17,g52,+
g22,g52,+
g29,g52,+
g33,g52,+
g38,g52,+
g57,g52,-
g59,g52,+
g64,g52,+
g72,g52,+
g87,g52,+
g91,g52,+
g2,g53,+
g7,g53,+
g17,g53,+
g29,g53,+
g37,g53,+
g42,g53,+
g45,g53,-
g51,g53,+
g63,g53,+
g71,g53,+
g73,g53,+
g79,g53,+
g80,g53,+
g91,g53,+
g93,g53,-
g94,g53,+
g3,g54,+
g8,g54,+
g9,g54,+
g12,g54,+
g16,g54,+
g21,g54,+
g24,g54,-
g28,g54,+
g29,g54,+
g41,g54,-
g58,g54,+
g68,g54,+
g69,g54,+
g97,g54,+
g20,g55,+
g30,g55,-
g31,g55,+
g43,g55,+
g49,g55,+
g59,g55,-
g62,g55,+
g63,g55,+
g67,g55,+
g86,g55,+
g92,g55,+
g95,g55,+
g97,g55,+
g5,g56,+
g13,g56,-
g21,g56,+
g31,g56,+
g45,g56,+
g62,g56,+
g64,g56,+
g88,g56,+
g4,g57,+
g10,g57,+
g16,g57,+
g30,g57,+
g32,g57,+
g33,g57,+
g75,g57,+
g89,g57,+
g93,g57,+
g10,g58,+
g13,g58,-
g19,g58,+
g67,g58,+
g75,g58,-
g78,g58,+
g92,g58,-
g98,g58,+
g100,g58,-
g25,g59,+
g30,g59,+
g33,g59,+
g34,g59,+
g45,g59,+
g56,g59,-
g63,g59,+
g64,g59,+
g68,g59,+
g33,g60,+
g37,g60,+
g42,g60,-
g51,g60,+
g63,g60,+
g88,g60,+
g95,g60,+
g7,g61,+
g15,g61,+
g21,g61,-
g22,g61,+
g23,g61,+
g26,g61,+
g33,g61,-
g43,g61,+
g45,g61,+
g57,g61,+
g63,g61,+
g77,g61,-
g84,g61,+
g85,g61,-
g100,g61,-
g5,g62,+
g7,g62,+
g14,g62,+
g22,g62,+
g34,g62,+
g42,g62,+
g47,g62,+
g51,g62,+
g78,g62,+
g81,g62,+
g86,g62,+
g97,g62,+
g3,g63,+
g4,g63,-
g19,g63,+
g21,g63,+
g29,g63,-
g31,g63,+
g41,g63,+
g43,g63,+
g61,g63,+
g71,g63,+
g77,g63,+
g92,g63,-
g93,g63,+
g97,g63,+
g6,g64,+
g22,g64,+
g25,g64,+
g29,g64,-
g42,g64,+
g45,g64,+
g77,g64,+
g8,g65,+
g29,g65,+
g48,g65,+
g66,g65,+
g67,g65,+
g74,g65,+
g79,g65,+
g34,g66,+
g48,g66,+
g50,g66,+
g74,g66,+
g79,g66,+
g93,g66,+
g4,g67,+
g7,g67,+
g11,g67,+
g17,g67,+
g30,g67,+
g32,g67,+
g35,g67,+
g79,g67,+
g6,g68,+
g9,g68,+
g15,g68,+
g17,g68,+
g41,g68,+
g46,g68,+
g71,g68,+
g82,g68,+
g99,g68,+
g14,g69,+
g31,g69,+
g32,g69,+
g42,g69,+
g48,g69,+
g58,g69,+
g65,g69,+
g68,g69,+
g74,g69,+
g88,g69,+
g91,g69,+
g6,g70,+
g20,g70,+
g39,g70,+
g54,g70,+
g77,g70,+
g78,g70,+
g83,g70,+
g88,g70,+
g90,g70,+
g92,g70,+
g94,g70,+
g97,g70,+
g100,g70,+
g2,g71,+
g7,g71,+
g40,g71,+
g44,g71,+
g46,g71,+
g62,g71,+
g63,g71,+
g65,g71,+
g76,g71,+
g86,g71,+
g99,g71,+
g15,g72,+
g16,g72,+
g39,g72,+
g50,g72,-
g55,g72,+
g69,g72,-
g93,g72,+
g95,g72,-
g18,g73,+
g22,g73,+
g32,g73,+
g34,g73,+
g64,g73,+
g68,g73,+
g72,g73,+
g5,g74,+
g35,g74,+
g36,g74,-
g67,g74,+
g71,g74,-
g86,g74,+
g91,g74,+
g92,g74,+
g98,g74,+
g9,g75,+
g13,g75,+
g14,g75,+
g17,g75,+
g28,g75,-
g33,g75,+
g36,g75,+
g48,g75,+
g54,g75,+
g97,g75,+
g2,g76,+
g9,g76,+
g22,g76,+
g28,g76,-
g34,g76,+
g44,g76,+
g57,g76,+
g58,g76,+
g66,g76,+
g69,g76,-
g70,g76,+
g71,g76,+
g83,g76,-
g95,g76,+
g12,g77,+
g14,g77,-
g24,g77,+
g36,g77,+
g45,g77,+
g48,g77,+
g57,g77,+
g66,g77,+
g82,g77,+
g91,g77,+
g10,g78,+
g46,g78,+
g55,g78,+
g58,g78,+
g69,g78,-
g70,g78,+
g71,g78,+
g84,g78,+
g1,g79,+
g7,g79,+
g8,g79,+
g11,g79,+
g16,g79,+
g26,g79,+
g43,g79,+
g64,g79,+
g68,g79,+
g69,g79,+
g74,g79,+
g86,g79,+
g7,g80,+
g9,g80,+
g23,g80,+
g24,g80,+
g32,g80,+
g40,g80,+
g46,g80,+
g51,g80,+
g54,g80,+
g72,g80,+
g75,g80,+
g78,g80,+
g86,g80,+
g87,g80,+
g89,g80,+
g43,g81,+
g48,g81,+
g53,g81,+
g82,g81,-
g83,g81,+
g93,g81,+
g2,g82,+
g6,g82,+
g12,g82,-
g26,g82,+
g31,g82,+
g43,g82,+
g47,g82,+
g90,g82,+
g96,g82,+
g5,g83,+
g6,g83,+
g12,g83,+
g15,g83,+
g45,g83,-
g55,g83,+
g58,g83,+
g59,g83,+
g64,g83,+
g74,g83,+
g81,g83,+
g93,g83,+
g1,g84,+
g15,g84,-
g18,g84,+
g19,g84,+
g25,g84,+
g62,g84,+
g66,g84,+
g75,g84,+
g81,g84,+
g15,g85,-
g19,g85,+
g25,g85,+
g40,g85,+
g47,g85,+
g48,g85,+
g77,g85,-
g93,g85,+
g96,g85,-
g1,g86,+
g11,g86,+
g24,g86,+
g27,g86,+
g36,g86,+
g46,g86,+
g58,g86,+
g81,g86,+
g7,g87,+
g22,g87,+
g25,g87,+
g32,g87,+
g44,g87,+
g47,g87,+
g61,g87,+
g76,g87,+
g4,g88,+
g7,g88,+
g14,g88,+
g16,g88,+
g21,g88,+
g29,g88,+
g39,g88,+
g57,g88,+
g58,g88,+
g66,g88,+
g75,g88,+
g90,g88,+
g91,g88,+
g11,g89,+
g24,g89,-
g41,g89,+
g62,g89,+
g64,g89,+
g95,g89,+
g7,g90,+
g23,g90,+
g48,g90,+
g62,g90,+
g65,g90,+
g66,g90,+
g67,g90,+
g77,g90,-
g10,g91,+
g22,g91,+
g23,g91,+
g24,g91,+
g25,g91,-
g31,g91,+
g46,g91,+
g56,g91,+
g60,g91,+
g69,g91,+
g70,g91,+
g73,g91,+
g99,g91,+
g100,g91,+
g3,g92,+
g9,g92,+
g22,g92,+
g26,g92,+
g28,g92,+
g48,g92,+
g52,g92,+
g59,g92,+
g73,g92,+
g93,g92,+
g16,g93,+
g24,g93,-
g25,g93,+
g28,g93,+
g31,g93,+
g67,g93,+
g68,g93,+
g99,g93,+
g16,g94,+
g25,g94,+
g27,g94,+
g50,g94,+
g65,g94,+
g75,g94,+
g80,g94,+
g83,g94,+
g97,g94,-
g32,g95,+
g52,g95,-
g61,g95,+
g65,g95,+
g72,g95,+
g84,g95,+
g88,g95,+
g41,g96,+
g42,g96,+
g65,g96,+
g69,g96,+
g70,g96,+
g76,g96,+
g92,g96,+
g97,g96,+
g19,g97,+
g26,g97,+
g35,g97,+
g49,g97,+
g54,g97,+
g70,g97,+
g74,g97,+
g78,g97,+
g81,g97,+
g3,g98,+
g24,g98,+
g54,g98,+
g61,g98,+
g67,g98,+
g74,g98,+
g96,g98,+
g14,g99,+
g18,g99,-
g31,g99,+
g37,g99,+
g1,g100,-
g3,g100,+
g7,g100,-
g8,g100,+
g10,g100,+
g23,g100,-
g30,g100,-
g31,g100,+
g32,g100,+
g34,g100,-
g42,g100,+
g45,g100,+
g57,g100,+
g59,g100,+
g68,g100,+
g69,g100,+
g88,g100,+
g97,g100,+
