Gene1,Gene2,Type
g65,g21,+
g66,g21,+
g76,g21,+
g85,g21,+
g91,g21,+
g5,g22,+
g12,g22,+
g13,g22,+
g59,g22,+
g65,g22,+
g89,g22,+
g91,g22,+
g100,g22,+
g6,g23,-
g26,g23,+
g38,g23,+
g40,g23,+
g41,g23,+
g42,g23,+
g55,g23,+
g58,g23,+
g62,g23,+
g73,g23,-
g75,g23,+
g83,g23,+
g97,g23,+
g7,g24,+
g13,g24,+
g32,g24,+
g47,g24,+
g48,g24,+
g58,g24,+
g66,g24,+
g81,g24,+
g88,g24,+
g93,g24,-
g16,g25,-
g43,g25,+
g48,g25,+
g69,g25,+
g95,g25,+
g30,g26,+
g39,g26,+
g41,g26,+
g48,g26,+
g55,g26,+
g67,g26,+
g95,g26,+
g6,g27,+
g19,g27,+
g23,g27,-
g33,g27,+
g38,g27,+
g46,g27,+
g51,g27,+
g69,g27,+
g71,g27,+
g78,g27,+
g91,g27,+
g96,g27,-
g97,g27,+
g15,g28,+
g16,g28,+
g25,g28,+
g33,g28,+
g38,g28,+
g42,g28,+
g48,g28,+
g7,g29,+
g30,g29,+
g37,g29,+
g43,g29,+
g49,g29,+
g53,g29,+
g79,g29,+
g1,g30,+
g10,g30,+
g15,g30,+
g27,g30,+
g45,g30,-
g46,g30,+
g48,g30,+
g51,g30,+
g60,g30,+
g66,g30,-
g72,g30,+
g80,g30,+
g91,g30,+
g92,g30,+
g93,g30,+
g8,g31,+
g28,g31,+
g52,g31,+
g84,g31,+
g87,g31,-
g93,g31,+
g5,g32,+
g7,g32,+
g8,g32,+
g44,g32,+
g45,g32,+
g48,g32,+
g50,g32,+
g59,g32,-
g84,g32,+
g88,g32,+
g92,g32,+
g94,g32,+
g97,g32,+
g98,g32,+
g2,g33,+
g13,g33,+
g14,g33,+
g54,g33,+
g76,g33,-
g19,g34,+
g26,g34,-
g39,g34,+
g47,g34,-
g55,g34,+
g68,g34,+
g70,g34,-
g83,g34,+
g89,g34,+
g1,g35,+
g3,g35,+
g15,g35,+
g17,g35,+
g22,g35,+
g32,g35,+
g33,g35,+
g57,g35,+
g63,g35,+
g67,g35,-
g78,g35,+
g86,g35,+
g100,g35,+
g26,g36,-
g41,g36,+
g46,g36,+
g50,g36,+
g57,g36,+
g60,g36,+
g70,g36,+
g81,g36,+
g4,g37,-
g26,g37,+
g77,g37,-
g91,g37,+
g97,g37,+
g98,g37,+
g8,g38,+
g20,g38,+
g30,g38,+
g67,g38,+
g79,g38,+
g90,g38,+
g8,g39,+
g30,g39,-
g50,g39,+
g61,g39,+
g76,g39,+
g92,g39,+
g8,g40,+
g9,g40,+
g10,g40,+
g29,g40,+
g45,g40,+
g56,g40,+
g61,g40,+
g70,g40,+
g87,g40,+
g11,g41,+
g15,g41,+
g26,g41,+
g28,g41,+
g36,g41,+
g38,g41,-
g53,g41,+
g62,g41,+
g7,g42,+
g18,g42,+
g23,g42,+
g27,g42,+
g28,g42,+
g45,g42,-
g65,g42,+
g77,g42,+
g83,g42,-
g86,g42,+
g98,g42,+
g10,g43,+
g23,g43,+
g29,g43,+
g33,g43,+
g34,g43,+
g37,g43,+
g39,g43,+
g51,g43,+
g54,g43,+
g57,g43,+
g59,g43,+
g63,g43,+
g66,g43,+
g67,g43,+
g76,g43,+
g93,g43,+
g95,g43,+
g11,g44,-
g24,g44,+
g38,g44,+
g42,g44,+
g46,g44,+
g51,g44,+
g54,g44,+
g69,g44,+
g81,g44,-
g83,g44,+
g97,g44,+
g1,g45,+
g2,g45,+
g6,g45,+
g8,g45,+
g18,g45,+
g19,g45,+
g29,g45,+
g32,g45,+
g39,g45,+
g41,g45,+
g61,g45,+
g76,g45,+
g88,g45,+
g100,g45,+
g15,g46,+
g18,g46,+
g19,g46,+
g21,g46,+
g33,g46,+
g37,g46,+
g38,g46,+
g39,g46,+
g47,g46,+
g49,g46,+
g59,g46,+
g65,g46,+
g69,g46,+
g76,g46,+
g92,g46,+
g93,g46,+
g100,g46,+
g6,g47,+
g7,g47,+
g20,g47,+
g21,g47,+
g22,g47,+
g31,g47,+
g35,g47,+
g60,g47,+
g62,g47,+
g97,g47,+
g41,g48,+
g54,g48,+
g77,g48,+
g80,g48,+
g83,g48,+
g90,g48,+
g13,g49,+
g17,g49,+
g45,g49,+
g69,g49,+
g71,g49,+
g84,g49,-
g92,g49,+
g4,g50,-
g7,g50,+
g38,g50,+
g59,g50,+
g72,g50,+
g81,g50,+
g84,g50,+
g91,g50,+
g97,g50,+
g4,g51,+
g15,g51,+
g20,g51,+
g60,g51,+
g86,g51,+
g98,g51,+
g14,g52,+
g32,g52,+
g41,g52,+
g53,g52,+
g54,g52,+
g59,g52,+
g60,g52,+
g70,g52,+
g77,g52,+
g87,g52,+
g9,g53,+
g12,g53,+
g13,g53,+
g17,g53,+
g27,g53,+
g31,g53,+
g38,g53,-
g41,g53,+
g64,g53,+
g83,g53,+
g87,g53,-
g94,g53,+
g97,g53,+
g11,g54,+
g16,g54,-
g17,g54,+
g26,g54,+
g36,g54,+
g59,g54,+
g62,g54,+
g65,g54,+
g70,g54,-
g78,g54,+
g94,g54,-
g9,g55,-
g38,g55,+
g47,g55,+
g50,g55,+
g51,g55,+
g72,g55,+
g82,g55,+
g96,g55,+
g22,g56,+
g31,g56,+
g34,g56,+
g45,g56,-
g64,g56,+
g77,g56,+
g95,g56,+
g96,g56,+
g99,g56,-
g12,g57,+
g16,g57,+
g21,g57,+
g31,g57,+
g47,g57,+
g63,g57,+
g64,g57,+
g82,g57,+
g97,g57,+
g99,g57,+
g1,g58,+
g16,g58,+
g18,g58,+
g24,g58,+
g35,g58,+
g46,g58,+
g53,g58,+
g63,g58,+
g69,g58,+
g93,g58,+
g1,g59,+
g8,g59,+
g10,g59,-
g16,g59,+
g17,g59,+
g25,g59,+
g26,g59,+
g32,g59,+
g44,g59,+
g49,g59,+
g50,g59,-
g51,g59,+
g54,g59,+
g60,g59,+
g61,g59,+
g62,g59,+
g66,g59,+
g68,g59,+
g78,g59,+
g89,g59,+
g24,g60,-
g39,g60,+
g40,g60,+
g51,g60,+
g63,g60,+
g66,g60,+
g25,g61,+
g31,g61,-
g57,g61,+
g81,g61,+
g1,g62,+
g5,g62,+
g18,g62,-
g23,g62,+
g30,g62,+
g31,g62,+
g32,g62,-
g36,g62,+
g41,g62,+
g46,g62,+
g47,g62,+
g70,g62,-
g75,g62,+
g96,g62,+
g4,g63,+
g9,g63,+
g15,g63,+
g22,g63,+
g23,g63,+
g25,g63,+
g28,g63,+
g45,g63,-
g49,g63,+
g52,g63,+
g77,g63,+
g93,g63,+
g23,g64,-
g24,g64,+
g27,g64,+
g31,g64,+
g36,g64,-
g37,g64,+
g58,g64,+
g68,g64,+
g77,g64,+
g84,g64,+
g86,g64,+
g6,g65,+
g50,g65,+
g64,g65,+
g86,g65,+
g92,g65,+
g3,g66,+
g10,g66,-
g15,g66,-
g20,g66,-
g22,g66,-
g24,g66,+
g41,g66,+
g57,g66,+
g59,g66,+
g77,g66,+
g1,g67,-
g9,g67,+
g14,g67,+
g20,g67,-
g30,g67,+
g32,g67,+
g42,g67,+
g47,g67,+
g51,g67,+
g71,g67,-
g85,g67,+
g92,g67,+
g12,g68,+
g16,g68,+
g18,g68,+
g32,g68,+
g65,g68,+
g70,g68,+
g71,g68,+
g7,g69,+
g12,g69,+
g55,g69,+
g91,g69,+
g1,g70,+
g9,g70,+
g11,g70,-
g26,g70,+
g52,g70,+
g53,g70,+
g58,g70,+
g64,g70,+
g69,g70,+
g90,g70,-
g91,g70,-
g7,g71,+
g14,g71,+
g20,g71,+
g27,g71,+
g44,g71,+
g45,g71,+
g58,g71,+
g83,g71,-
g84,g71,+
g88,g71,+
g94,g71,+
g3,g72,+
g4,g72,+
g5,g72,-
g10,g72,+
g21,g72,+
g23,g72,+
g43,g72,+
g94,g72,+
g96,g72,+
g6,g73,+
g10,g73,+
g20,g73,+
g24,g73,+
g37,g73,+
g41,g73,+
g48,g73,+
g54,g73,+
g62,g73,+
g77,g73,+
g94,g73,+
g27,g74,+
g36,g74,+
g53,g74,+
g62,g74,+
g65,g74,+
g89,g74,-
g90,g74,+
g31,g75,+
g45,g75,+
g47,g75,+
g60,g75,+
g67,g75,-
g69,g75,+
g85,g75,+
g92,g75,+
g3,g76,+
g23,g76,+
g25,g76,+
g42,g76,+
g65,g76,+
g69,g76,+
g77,g76,+
g81,g76,+
g84,g76,+
g96,g76,-
g11,g77,+
g12,g77,+
g16,g77,+
g18,g77,+
g26,g77,+
g45,g77,+
g48,g77,+
g55,g77,+
g82,g77,+
g1,g78,-
g8,g78,+
g12,g78,+
g28,g78,+
g37,g78,-
g80,g78,+
g21,g79,+
g38,g79,+
g40,g79,+
g53,g79,+
g74,g79,+
g98,g79,+
g5,g80,+
g13,g80,+
g20,g80,-
g21,g80,+
g33,g80,+
g34,g80,+
g39,g80,+
g45,g80,+
g55,g80,+
g60,g80,+
g63,g80,-
g72,g80,+
g84,g80,+
g3,g81,+
g15,g81,+
g18,g81,+
g21,g81,+
g27,g81,+
g33,g81,+
g35,g81,+
g44,g81,-
g49,g81,-
g67,g81,-
g68,g81,+
g75,g81,+
g80,g81,+
g84,g81,+
g95,g81,-
g15,g82,+
g24,g82,+
g25,g82,+
g28,g82,-
g38,g82,+
g55,g82,-
g59,g82,+
g67,g82,+
g72,g82,+
g73,g82,+
g81,g82,+
g3,g83,+
g8,g83,+
g15,g83,+
g17,g83,+
g21,g83,+
g32,g83,+
g35,g83,+
g43,g83,+
g70,g83,+
g79,g83,+
g86,g83,+
g87,g83,+
g96,g83,+
g99,g83,+
g2,g84,+
g13,g84,+
g25,g84,+
g27,g84,+
g36,g84,+
g43,g84,+
g47,g84,-
g51,g84,+
g59,g84,+
g68,g84,+
g70,g84,+
g6,g85,+
g20,g85,+
g21,g85,+
g37,g85,+
g58,g85,+
g60,g85,+
g61,g85,+
g81,g85,+
g89,g85,+
g1,g86,+
g6,g86,+
g13,g86,+
g22,g86,+
g25,g86,+
g38,g86,-
g57,g86,+
g67,g86,+
g73,g86,+
g100,g86,+
g4,g87,+
g7,g87,+
g10,g87,+
g12,g87,+
g23,g87,-
g29,g87,+
g34,g87,+
g42,g87,+
g58,g87,+
g60,g87,+
g79,g87,+
g81,g87,+
g90,g87,+
g92,g87,+
g100,g87,+
g4,g88,+
g11,g88,+
g21,g88,+
g29,g88,+
g48,g88,+
g54,g88,+
g55,g88,+
g59,g88,+
g62,g88,+
g66,g88,+
g68,g88,+
g69,g88,+
g70,g88,-
g71,g88,+
g72,g88,+
g81,g88,-
g90,g88,+
g3,g89,+
g6,g89,+
g8,g89,+
g11,g89,+
g18,g89,+
g36,g89,+
g37,g89,+
g42,g89,+
g46,g89,+
g55,g89,+
g57,g89,+
g64,g89,+
g95,g89,+
g13,g90,+
g23,g90,+
g31,g90,+
g37,g90,+
g42,g90,+
g64,g90,-
g83,g90,+
g92,g90,+
g94,g90,+
g11,g91,+
g12,g91,+
g17,g91,+
g18,g91,+
g21,g91,+
g35,g91,+
g36,g91,+
g44,g91,+
g55,g91,+
g66,g91,+
g77,g91,+
g7,g92,+
g43,g92,+
g50,g92,+
g52,g92,+
g57,g92,+
g60,g92,+
g72,g92,+
g96,g92,+
g3,g93,+
g28,g93,+
g62,g93,+
g64,g93,+
g81,g93,+
g4,g94,+
g12,g94,+
g17,g94,+
g18,g94,+
g24,g94,+
g26,g94,+
g29,g94,+
g32,g94,+
g37,g94,+
g41,g94,+
g51,g94,-
g52,g94,+
g54,g94,+
g55,g94,+
g58,g94,+
g81,g94,+
g97,g94,+
g17,g95,+
g18,g95,+
g26,g95,+
g40,g95,+
g52,g95,+
g67,g95,+
g72,g95,+
g79,g95,+
g85,g95,+
g88,g95,+
g99,g95,-
g15,g96,+
g17,g96,+
g27,g96,+
g31,g96,+
g33,g96,+
g38,g96,+
g75,g96,+
g82,g96,+
g85,g96,+
g86,g96,+
g8,g97,+
g15,g97,+
g21,g97,+
g46,g97,-
g91,g97,+
g10,g98,+
g15,g98,+
g17,g98,+
g18,g98,+
g28,g98,+
g46,g98,+
g62,g98,+
g70,g98,+
g72,g98,+
g86,g98,+
g90,g98,+
g94,g98,+
g6,g99,+
g10,g99,+
g25,g99,+
g28,g99,+
g44,g99,+
g50,g99,+
g52,g99,+
g62,g99,+
g71,g99,+
g73,g99,+
g80,g99,+
g86,g99,+
g88,g99,+
g94,g99,-
g98,g99,+
g7,g100,+
g30,g100,+
g38,g100,+
g39,g100,+
g50,g100,+
g55,g100,+
g75,g100,+
g95,g100,+
