Gene  Rule 
g65    ( g6 or g10 or g12 or g20 or g21 or g42 or g45 or g48 or g55 or g70 or g86 or g91 ) and not ( g23 or g77 )
g66    ( g2 or g10 or g12 or g34 or g39 or g40 or g49 or g83 or g86 or g98 )
g67    ( g3 or g4 or g15 or g20 or g43 or g73 or g76 ) and not ( g12 or g22 or g79 or g80 )
g68    ( g18 or g24 or g32 or g33 or g44 or g81 or g91 ) and not ( g12 or g90 )
g69    ( g1 or g15 or g21 or g33 or g35 or g39 or g70 or g90 or g95 )
g70    ( g6 or g12 or g16 or g44 or g52 or g55 or g78 or g81 ) and not ( g82 )
g71    ( g23 or g26 or g55 or g58 or g69 or g82 or g93 or g96 or g99 )
g72    ( g3 or g6 or g13 or g15 or g16 or g34 or g38 or g46 or g59 or g66 or g67 or g74 or g85 )
g73    ( g3 or g10 or g20 or g21 or g30 or g36 or g52 or g53 or g57 or g58 or g63 or g64 or g65 or g84 or g91 )
g74    ( g3 or g5 or g11 or g65 or g96 )
g75    ( g16 or g22 or g30 or g43 or g49 or g54 or g59 or g83 ) and not ( g63 or g78 )
g76    ( g14 or g19 or g25 or g34 or g70 or g81 or g91 )
g77    ( g8 or g27 or g32 or g48 or g55 or g65 or g78 or g88 or g99 ) and not ( g31 or g66 )
g78    ( g1 or g7 or g20 or g23 or g26 or g40 or g62 or g79 or g82 or g87 or g90 or g99 ) and not ( g8 or g81 or g95 )
g79    ( g13 or g16 or g29 or g35 or g40 or g47 or g54 or g58 or g84 ) and not ( g6 )
g80    ( g38 or g56 or g83 or g84 ) and not ( g5 or g8 )
g81    ( g29 or g33 or g39 or g53 or g60 or g69 or g71 or g82 or g83 or g88 or g96 )
g82    ( g3 or g19 or g21 or g26 or g28 or g41 or g57 or g60 or g79 ) and not ( g2 or g20 or g55 or g74 )
g83    ( g10 or g20 or g31 or g44 or g97 ) and not ( g27 or g40 )
g84    ( g4 or g10 or g16 or g21 or g24 or g38 or g44 or g47 or g60 or g66 or g69 or g76 or g83 or g85 or g92 or g95 ) and not ( g12 or g36 )
g85    ( g6 or g34 or g49 or g50 or g53 or g59 or g60 or g62 or g69 or g70 or g77 or g91 ) and not ( g57 )
g86    ( g1 or g22 or g26 or g36 or g37 or g39 or g40 or g49 or g57 or g78 or g90 or g98 )
g87    ( g3 or g43 or g52 or g54 or g76 or g96 or g98 ) and not ( g59 or g89 )
g88    ( g6 or g9 or g14 or g23 or g58 or g72 or g73 or g78 or g82 or g84 or g94 )
g89    ( g4 or g25 or g38 or g43 or g59 or g61 or g93 or g95 or g97 )
g90    ( g20 or g27 or g32 or g36 or g40 or g70 or g72 ) and not ( g67 or g84 )
g91    ( g7 or g13 or g49 or g85 or g99 )
g92    ( g9 or g17 or g27 or g38 or g41 or g42 or g47 or g62 or g73 or g74 or g77 or g82 )
g93    ( g21 or g44 or g53 or g61 or g69 or g72 or g88 or g91 or g96 ) and not ( g89 )
g94    ( g6 or g44 or g48 or g51 or g61 or g71 or g83 or g95 or g98 )
g95    ( g25 or g50 or g52 or g63 or g65 or g83 or g85 or g99 ) and not ( g39 )
g96    ( g10 or g13 or g40 or g46 or g57 or g58 or g63 or g71 or g82 or g86 ) and not ( g24 or g34 or g61 )
g97    ( g1 or g11 or g19 or g31 or g35 or g43 or g52 or g62 or g64 )
g98    ( g10 or g16 or g19 or g35 or g36 or g42 or g49 or g51 or g62 or g64 or g73 or g75 or g88 ) and not ( g70 )
g99    ( g21 or g24 or g43 or g62 or g72 or g88 or g94 ) and not ( g10 or g20 )
g100    ( g8 or g56 or g57 or g60 or g88 or g89 or g92 )
