Gene  Rule 
g20    ( g14 or g17 or g21 or g22 or g23 or g24 or g29 or g85 or g202 or g382 or g447 or g494 or g577 or g710 or g807 or g890 or g1039 or g1123 or g1150 or g1328 )
g21    ( g11 or g13 or g14 or g15 or g16 or g17 or g18 or g20 or g23 or g25 or g26 or g28 or g29 or g30 or g31 or g72 or g111 or g280 or g608 or g727 or g730 or g815 or g926 or g1198 or g1283 or g1303 or g1306 )
g22    ( g12 or g15 or g16 or g17 or g18 or g19 or g20 or g23 or g25 or g30 or g32 or g192 or g412 or g469 or g665 or g677 or g723 or g1066 or g1068 or g1446 )
g23    ( g13 or g15 or g16 or g19 or g20 or g21 or g22 or g24 or g26 or g28 or g29 or g30 or g32 or g33 or g354 or g531 or g674 or g718 or g791 or g826 or g1331 or g1388 )
g24    ( g15 or g17 or g19 or g20 or g23 or g25 or g27 or g31 or g32 or g33 or g34 or g38 or g150 or g495 or g520 or g605 or g661 or g842 or g1308 or g1351 or g1390 or g1416 or g1486 )
g25    ( g15 or g17 or g19 or g21 or g22 or g24 or g28 or g29 or g31 or g32 or g33 or g35 or g214 or g434 or g501 or g594 or g605 or g709 or g844 or g1027 or g1265 or g1371 )
g26    ( g16 or g21 or g23 or g27 or g33 or g35 or g415 or g763 or g786 or g991 or g1107 or g1374 or g1419 or g1458 )
g27    ( g6 or g18 or g24 or g26 or g28 or g29 or g31 or g32 or g33 or g192 or g385 or g399 or g558 or g726 or g749 or g899 or g1013 or g1222 )
g28    ( g18 or g21 or g23 or g25 or g27 or g31 or g33 or g34 or g38 or g124 or g156 or g395 or g419 or g456 or g480 or g488 or g723 or g746 or g951 or g954 or g1212 or g1227 or g1317 )
g29    ( g20 or g21 or g23 or g25 or g27 or g30 or g31 or g32 or g33 or g37 or g38 or g120 or g155 or g274 or g378 or g479 or g499 or g589 or g722 or g761 or g1425 )
g30    ( g21 or g22 or g23 or g29 or g31 or g32 or g33 or g34 or g35 or g37 or g40 or g142 or g645 or g789 or g861 or g949 or g981 or g1137 or g1408 or g1499 )
g31    ( g21 or g24 or g25 or g27 or g28 or g29 or g30 or g32 or g33 or g34 or g37 or g41 or g55 or g85 or g107 or g202 or g246 or g719 or g1031 or g1103 or g1172 or g1201 or g1300 or g1425 )
g32    ( g22 or g23 or g24 or g25 or g27 or g29 or g30 or g31 or g33 or g36 or g38 or g39 or g40 or g41 or g112 or g208 or g216 or g505 or g636 or g669 or g996 or g1209 or g1280 or g1287 or g1342 or g1359 or g1404 or g1407 )
g33    ( g23 or g24 or g25 or g26 or g27 or g28 or g29 or g30 or g31 or g32 or g34 or g37 or g39 or g40 or g305 or g464 or g469 or g967 or g1083 or g1191 or g1194 or g1204 or g1342 or g1367 )
g34    ( g19 or g24 or g28 or g30 or g31 or g33 or g35 or g42 or g43 or g44 or g159 or g327 or g470 or g514 or g550 or g758 or g875 or g1006 or g1228 )
g35    ( g25 or g26 or g30 or g34 or g36 or g40 or g44 or g185 or g238 or g586 or g621 or g824 or g849 or g909 or g1079 or g1125 or g1362 or g1426 or g1429 or g1468 or g1490 )
g36    ( g32 or g35 or g38 or g42 or g74 or g271 or g276 or g406 or g671 or g706 or g715 or g797 or g816 or g837 or g904 or g1176 or g1263 or g1470 )
g37    ( g29 or g30 or g31 or g33 or g38 or g39 or g40 or g42 or g43 or g46 or g59 or g101 or g105 or g146 or g292 or g408 or g951 or g1266 or g1458 )
g38    ( g24 or g28 or g29 or g32 or g36 or g37 or g43 or g44 or g56 or g66 or g132 or g538 or g738 or g774 or g900 or g1150 or g1272 or g1324 or g1491 )
g39    ( g32 or g33 or g37 or g40 or g41 or g42 or g44 or g47 or g49 or g154 or g317 or g680 or g763 or g1019 or g1189 or g1208 or g1314 or g1352 or g1421 )
g40    ( g30 or g32 or g33 or g35 or g37 or g39 or g41 or g45 or g46 or g47 or g48 or g49 or g50 or g479 or g745 or g896 or g1026 or g1047 or g1199 or g1466 or g1471 )
g41    ( g31 or g32 or g39 or g40 or g42 or g46 or g51 or g80 or g257 or g435 or g455 or g518 or g757 or g802 or g1083 or g1137 or g1257 or g1365 )
g42    ( g34 or g36 or g37 or g39 or g41 or g43 or g45 or g47 or g49 or g50 or g97 or g136 or g397 or g583 or g691 or g754 or g926 or g1064 or g1139 or g1223 or g1231 or g1240 or g1435 or g1495 )
g43    ( g34 or g37 or g38 or g42 or g44 or g45 or g46 or g47 or g49 or g51 or g168 or g178 or g476 or g602 or g689 or g719 or g834 or g1110 or g1287 )
g44    ( g34 or g35 or g38 or g39 or g43 or g45 or g47 or g48 or g52 or g53 or g54 or g303 or g519 or g710 or g833 or g980 or g1196 )
g45    ( g40 or g42 or g43 or g44 or g47 or g49 or g50 or g51 or g53 or g54 or g82 or g219 or g676 or g968 or g994 or g1256 )
g46    ( g37 or g40 or g41 or g43 or g50 or g53 or g54 or g55 or g56 or g201 or g249 or g382 or g388 or g441 or g766 or g1054 or g1483 )
g47    ( g39 or g40 or g42 or g43 or g44 or g45 or g49 or g52 or g54 or g56 or g57 or g136 or g143 or g182 or g272 or g295 or g495 or g822 or g989 or g1036 or g1120 or g1297 or g1316 or g1475 )
g48    ( g40 or g44 or g51 or g54 or g58 or g80 or g150 or g486 or g637 or g936 or g1112 or g1226 or g1272 or g1312 or g1338 or g1374 )
g49    ( g39 or g40 or g42 or g43 or g45 or g47 or g52 or g54 or g57 or g163 or g447 or g708 or g772 or g773 or g863 or g984 or g1014 or g1042 or g1406 or g1448 )
g50    ( g40 or g42 or g45 or g46 or g51 or g52 or g53 or g54 or g56 or g57 or g58 or g60 or g99 or g175 or g181 or g201 or g220 or g624 or g899 or g901 or g1152 or g1268 or g1289 or g1381 or g1400 )
g51    ( g41 or g43 or g45 or g48 or g50 or g53 or g55 or g59 or g61 or g210 or g365 or g417 or g627 or g1011 or g1053 or g1146 or g1249 or g1255 or g1334 or g1412 or g1487 )
g52    ( g44 or g47 or g49 or g50 or g55 or g56 or g57 or g58 or g60 or g62 or g322 or g335 or g449 or g510 or g635 or g657 or g1002 or g1030 or g1220 or g1447 )
g53    ( g44 or g45 or g46 or g50 or g51 or g55 or g56 or g60 or g61 or g282 or g386 or g432 or g479 or g514 or g551 or g667 or g766 or g900 or g1291 or g1326 or g1478 )
g54    ( g44 or g45 or g46 or g47 or g48 or g49 or g50 or g58 or g59 or g63 or g328 or g334 or g421 or g686 or g742 or g811 or g953 or g970 or g1023 or g1128 or g1318 or g1328 or g1368 )
g55    ( g31 or g46 or g51 or g52 or g53 or g57 or g58 or g59 or g62 or g64 or g65 or g298 or g731 or g751 or g869 or g1266 or g1269 or g1403 or g1452 )
g56    ( g38 or g46 or g47 or g50 or g52 or g53 or g57 or g58 or g61 or g65 or g196 or g386 or g551 or g686 or g894 or g915 or g1139 or g1446 )
g57    ( g47 or g49 or g50 or g52 or g55 or g56 or g58 or g63 or g64 or g66 or g144 or g201 or g366 or g573 or g580 or g611 or g657 or g698 or g710 or g944 or g1105 or g1203 or g1210 or g1473 )
g58    ( g48 or g50 or g52 or g54 or g55 or g56 or g57 or g60 or g63 or g64 or g186 or g212 or g263 or g887 or g927 or g955 or g1007 or g1134 or g1180 or g1271 or g1353 or g1445 or g1455 )
g59    ( g37 or g51 or g54 or g55 or g61 or g62 or g66 or g67 or g121 or g189 or g327 or g358 or g466 or g493 or g534 or g643 or g709 or g741 or g981 or g998 or g1063 )
g60    ( g50 or g52 or g53 or g58 or g69 or g464 or g497 or g537 or g581 or g608 or g709 or g984 or g1028 or g1067 or g1145 or g1312 or g1402 or g1438 )
g61    ( g51 or g53 or g56 or g59 or g62 or g63 or g65 or g67 or g69 or g70 or g111 or g170 or g303 or g627 or g776 or g856 or g1049 or g1281 or g1311 or g1497 )
g62    ( g52 or g55 or g59 or g61 or g63 or g66 or g68 or g69 or g70 or g249 or g416 or g540 or g716 or g794 or g817 or g990 or g1198 or g1372 )
g63    ( g54 or g57 or g58 or g61 or g62 or g66 or g67 or g68 or g70 or g150 or g171 or g198 or g518 or g631 or g737 or g930 or g1298 or g1469 )
g64    ( g55 or g57 or g58 or g66 or g67 or g70 or g74 or g78 or g153 or g602 or g735 or g812 or g899 or g922 or g1066 or g1165 or g1397 or g1438 or g1442 )
g65    ( g55 or g56 or g61 or g66 or g67 or g69 or g70 or g377 or g412 or g448 or g497 or g533 or g703 or g773 or g855 or g998 or g1098 or g1118 or g1298 or g1489 )
g66    ( g38 or g57 or g59 or g62 or g63 or g64 or g65 or g67 or g73 or g75 or g76 or g261 or g278 or g437 or g683 or g760 or g782 or g884 or g1270 or g1376 )
g67    ( g7 or g59 or g61 or g63 or g64 or g65 or g66 or g69 or g74 or g75 or g76 or g126 or g262 or g327 or g342 or g410 or g835 or g1023 or g1163 or g1345 or g1442 )
g68    ( g62 or g63 or g70 or g72 or g73 or g74 or g75 or g77 or g194 or g605 or g687 or g739 or g749 or g850 or g1102 or g1137 or g1226 or g1392 )
g69    ( g60 or g61 or g62 or g65 or g67 or g71 or g72 or g73 or g74 or g77 or g79 or g221 or g890 or g1137 or g1299 or g1376 or g1469 )
g70    ( g61 or g62 or g63 or g64 or g65 or g68 or g71 or g72 or g73 or g74 or g79 or g80 or g140 or g269 or g299 or g839 or g1323 or g1332 or g1336 )
g71    ( g69 or g70 or g73 or g76 or g80 or g85 or g401 or g543 or g632 or g832 or g876 or g936 or g989 or g1148 or g1192 or g1382 or g1386 or g1497 )
g72    ( g21 or g68 or g69 or g70 or g76 or g78 or g80 or g81 or g187 or g258 or g473 or g567 or g676 or g772 or g818 or g1098 or g1318 or g1329 or g1337 )
g73    ( g66 or g68 or g69 or g70 or g71 or g75 or g78 or g79 or g80 or g83 or g353 or g380 or g585 or g671 or g703 or g851 or g877 or g935 or g938 or g1304 )
g74    ( g19 or g36 or g64 or g67 or g68 or g69 or g70 or g75 or g80 or g82 or g84 or g196 or g258 or g478 or g499 or g893 or g902 or g1124 or g1207 or g1413 or g1459 )
g75    ( g66 or g67 or g68 or g73 or g74 or g76 or g81 or g82 or g83 or g84 or g85 or g635 or g726 or g748 or g830 or g851 or g1063 or g1226 or g1229 )
g76    ( g66 or g67 or g71 or g72 or g75 or g79 or g80 or g83 or g84 or g86 or g302 or g365 or g670 or g744 or g954 or g1051 or g1096 or g1219 or g1234 or g1266 or g1278 )
g77    ( g68 or g69 or g78 or g80 or g81 or g82 or g83 or g127 or g274 or g320 or g388 or g405 or g747 or g804 or g1153 or g1364 or g1423 )
g78    ( g64 or g72 or g73 or g77 or g80 or g82 or g84 or g86 or g100 or g200 or g244 or g564 or g581 or g747 or g982 or g997 or g1016 or g1049 )
g79    ( g69 or g70 or g73 or g76 or g84 or g85 or g86 or g88 or g89 or g185 or g207 or g299 or g446 or g600 or g626 or g873 or g875 or g997 or g1042 or g1274 or g1283 or g1422 )
g80    ( g41 or g48 or g70 or g71 or g72 or g73 or g74 or g76 or g77 or g78 or g82 or g83 or g87 or g112 or g186 or g358 or g408 or g484 or g684 or g723 or g1010 or g1200 or g1408 or g1429 or g1483 )
g81    ( g72 or g75 or g77 or g83 or g86 or g88 or g90 or g91 or g286 or g295 or g431 or g655 or g857 or g925 or g1034 or g1114 or g1239 or g1300 or g1402 or g1469 )
g82    ( g45 or g74 or g75 or g77 or g78 or g80 or g83 or g89 or g90 or g91 or g92 or g248 or g280 or g540 or g564 or g861 or g940 or g1011 or g1106 or g1112 or g1213 or g1274 or g1486 )
g83    ( g73 or g75 or g76 or g77 or g80 or g81 or g82 or g84 or g86 or g89 or g91 or g253 or g332 or g381 or g485 or g767 or g774 or g869 or g1269 or g1365 or g1463 )
g84    ( g17 or g74 or g75 or g76 or g78 or g79 or g83 or g85 or g88 or g89 or g91 or g189 or g239 or g296 or g407 or g485 or g593 or g881 or g907 or g931 or g1120 )
g85    ( g20 or g31 or g71 or g75 or g79 or g84 or g87 or g88 or g90 or g91 or g207 or g217 or g250 or g316 or g428 or g485 or g767 or g781 or g978 or g1098 or g1436 )
g86    ( g76 or g78 or g79 or g81 or g83 or g87 or g90 or g92 or g93 or g262 or g282 or g321 or g324 or g604 or g651 or g794 or g965 or g996 or g1134 or g1221 or g1310 or g1370 )
g87    ( g80 or g85 or g86 or g88 or g89 or g92 or g93 or g97 or g137 or g243 or g254 or g376 or g856 or g986 or g1089 or g1261 or g1263 or g1362 or g1500 )
g88    ( g79 or g81 or g84 or g85 or g87 or g89 or g90 or g93 or g94 or g95 or g96 or g97 or g98 or g102 or g170 or g590 or g813 or g853 or g875 or g1227 or g1288 )
g89    ( g79 or g82 or g83 or g84 or g87 or g88 or g90 or g92 or g94 or g95 or g96 or g98 or g184 or g191 or g240 or g249 or g614 or g616 or g725 or g1108 or g1118 )
g90    ( g81 or g82 or g85 or g86 or g88 or g89 or g92 or g97 or g98 or g100 or g121 or g186 or g308 or g393 or g566 or g619 or g763 or g952 or g1089 or g1209 or g1231 or g1278 )
g91    ( g81 or g82 or g83 or g84 or g85 or g92 or g93 or g98 or g99 or g100 or g158 or g427 or g442 or g453 or g568 or g906 or g924 or g1079 or g1268 or g1477 )
g92    ( g82 or g86 or g87 or g89 or g90 or g91 or g93 or g95 or g96 or g99 or g101 or g186 or g419 or g492 or g524 or g684 or g969 or g1037 or g1197 or g1325 or g1442 )
g93    ( g86 or g87 or g88 or g91 or g92 or g95 or g96 or g97 or g98 or g103 or g279 or g362 or g553 or g591 or g743 or g1137 or g1252 or g1393 )
g94    ( g88 or g89 or g98 or g99 or g100 or g102 or g177 or g469 or g649 or g662 or g814 or g825 or g940 or g966 or g1113 or g1175 )
g95    ( g88 or g89 or g92 or g93 or g98 or g99 or g101 or g102 or g103 or g155 or g193 or g324 or g354 or g422 or g598 or g727 or g823 or g860 or g1043 or g1157 or g1310 )
g96    ( g88 or g89 or g92 or g93 or g101 or g104 or g325 or g341 or g483 or g636 or g713 or g868 or g921 or g1365 or g1368 or g1445 or g1469 or g1477 or g1482 )
g97    ( g42 or g87 or g88 or g90 or g93 or g98 or g99 or g100 or g101 or g102 or g103 or g105 or g106 or g1365 )
g98    ( g8 or g88 or g89 or g90 or g91 or g93 or g94 or g95 or g97 or g99 or g101 or g104 or g106 or g108 or g227 or g317 or g506 or g691 or g924 or g1016 or g1199 or g1443 )
g99    ( g50 or g91 or g92 or g94 or g95 or g97 or g98 or g100 or g103 or g105 or g107 or g108 or g109 or g288 or g632 or g835 or g1113 or g1452 )
g100    ( g78 or g90 or g91 or g94 or g97 or g99 or g101 or g104 or g109 or g110 or g596 or g766 or g898 or g975 or g992 or g1076 or g1096 or g1176 or g1363 )
g101    ( g37 or g92 or g95 or g96 or g97 or g98 or g100 or g103 or g106 or g108 or g252 or g288 or g316 or g462 or g488 or g630 or g712 or g800 or g1147 or g1276 or g1308 or g1347 or g1482 )
g102    ( g88 or g94 or g95 or g97 or g107 or g108 or g110 or g111 or g132 or g288 or g677 or g854 or g1143 )
g103    ( g93 or g95 or g97 or g99 or g101 or g104 or g105 or g106 or g107 or g108 or g109 or g111 or g728 or g897 or g1108 or g1270 or g1280 or g1330 )
g104    ( g96 or g98 or g100 or g103 or g106 or g107 or g108 or g109 or g112 or g113 or g165 or g326 or g399 or g421 or g462 or g557 or g630 or g951 or g991 or g1266 )
g105    ( g37 or g97 or g99 or g103 or g108 or g111 or g112 or g113 or g114 or g293 or g329 or g348 or g556 or g1053 or g1223 or g1233 )
g106    ( g97 or g98 or g101 or g103 or g104 or g107 or g108 or g109 or g112 or g140 or g270 or g337 or g505 or g663 or g747 or g816 or g941 or g1034 or g1072 or g1160 or g1332 )
g107    ( g31 or g99 or g102 or g103 or g104 or g106 or g108 or g109 or g111 or g113 or g114 or g116 or g223 or g565 or g705 or g949 or g1122 )
g108    ( g98 or g99 or g101 or g102 or g103 or g104 or g105 or g106 or g107 or g110 or g112 or g113 or g114 or g117 or g118 or g156 or g356 or g614 or g708 or g956 or g974 or g1160 or g1223 or g1236 or g1270 or g1373 or g1435 )
g109    ( g99 or g100 or g103 or g104 or g106 or g107 or g110 or g111 or g115 or g116 or g117 or g118 or g119 or g395 or g470 or g533 or g549 or g635 or g865 or g891 or g913 or g1185 or g1311 or g1376 or g1383 or g1413 or g1481 )
g110    ( g100 or g102 or g108 or g109 or g112 or g116 or g117 or g118 or g122 or g128 or g227 or g246 or g555 or g714 or g747 or g1023 or g1182 or g1201 or g1333 or g1437 or g1490 )
g111    ( g21 or g61 or g102 or g103 or g105 or g107 or g109 or g113 or g115 or g116 or g118 or g119 or g120 or g251 or g332 or g356 or g643 or g854 or g1312 or g1326 or g1461 )
g112    ( g32 or g80 or g104 or g105 or g106 or g108 or g110 or g113 or g114 or g115 or g116 or g118 or g121 or g218 or g301 or g598 or g668 or g916 or g942 or g1221 or g1279 or g1288 or g1326 )
g113    ( g104 or g105 or g107 or g108 or g111 or g112 or g116 or g118 or g119 or g121 or g136 or g157 or g511 or g536 or g579 or g589 or g693 or g972 or g983 or g1125 or g1194 or g1209 or g1420 )
g114    ( g105 or g107 or g108 or g112 or g117 or g121 or g123 or g161 or g332 or g527 or g686 or g933 or g1028 or g1048 or g1277 or g1283 or g1316 )
g115    ( g109 or g111 or g112 or g116 or g119 or g120 or g123 or g124 or g125 or g446 or g580 or g698 or g789 or g882 or g1027 or g1088 )
g116    ( g107 or g109 or g110 or g111 or g112 or g113 or g115 or g117 or g118 or g119 or g120 or g123 or g124 or g125 or g126 or g549 or g930 or g1219 or g1427 or g1450 )
g117    ( g108 or g109 or g110 or g114 or g116 or g121 or g124 or g125 or g336 or g426 or g788 or g800 or g826 or g1020 or g1116 or g1177 or g1317 )
g118    ( g19 or g108 or g109 or g110 or g111 or g112 or g113 or g116 or g119 or g120 or g121 or g123 or g124 or g125 or g128 or g264 or g512 or g687 or g719 or g749 or g849 or g992 or g1230 or g1441 )
g119    ( g109 or g111 or g113 or g115 or g116 or g118 or g121 or g122 or g124 or g125 or g129 or g130 or g164 or g223 or g322 or g475 or g480 or g594 or g749 or g1276 or g1350 )
g120    ( g29 or g111 or g115 or g116 or g118 or g121 or g123 or g124 or g127 or g321 or g391 or g543 or g566 or g593 or g1020 or g1212 or g1290 or g1403 or g1468 or g1471 )
g121    ( g59 or g90 or g112 or g113 or g114 or g117 or g118 or g119 or g120 or g123 or g125 or g131 or g363 or g408 or g467 or g488 or g490 or g554 or g676 or g811 or g869 or g1010 or g1033 or g1095 )
g122    ( g110 or g119 or g123 or g124 or g127 or g128 or g129 or g500 or g750 or g926 or g930 or g932 or g938 or g960 or g1298 or g1327 or g1362 )
g123    ( g114 or g115 or g116 or g118 or g120 or g121 or g122 or g125 or g126 or g130 or g132 or g133 or g241 or g662 or g835 or g907 or g964 or g982 )
g124    ( g28 or g115 or g116 or g117 or g118 or g119 or g120 or g122 or g125 or g126 or g127 or g128 or g129 or g131 or g132 or g134 or g206 or g294 or g425 )
g125    ( g115 or g116 or g117 or g118 or g119 or g121 or g123 or g124 or g126 or g127 or g129 or g130 or g132 or g133 or g188 or g192 or g313 or g480 or g842 or g1055 or g1383 )
g126    ( g67 or g116 or g123 or g124 or g125 or g127 or g128 or g134 or g136 or g273 or g337 or g508 or g521 or g747 or g800 or g861 or g959 or g1064 )
g127    ( g77 or g120 or g122 or g124 or g125 or g126 or g128 or g129 or g132 or g133 or g134 or g135 or g136 or g673 or g815 or g819 or g824 or g903 )
g128    ( g110 or g118 or g122 or g124 or g126 or g127 or g130 or g131 or g132 or g280 or g751 or g778 or g781 or g840 or g989 or g1023 or g1104 or g1141 or g1261 or g1367 or g1451 )
g129    ( g119 or g122 or g124 or g125 or g127 or g130 or g133 or g137 or g568 or g609 or g643 or g659 or g664 or g674 or g926 or g1013 or g1017 or g1119 or g1123 or g1295 or g1353 or g1411 )
g130    ( g119 or g123 or g125 or g128 or g129 or g132 or g133 or g134 or g135 or g136 or g138 or g139 or g199 or g285 or g470 or g503 or g842 or g885 or g945 or g1287 or g1335 )
g131    ( g121 or g124 or g128 or g134 or g138 or g141 or g264 or g276 or g297 or g302 or g344 or g405 or g493 or g817 or g919 or g1176 or g1188 )
g132    ( g12 or g38 or g102 or g123 or g124 or g125 or g127 or g128 or g130 or g136 or g137 or g141 or g142 or g387 or g528 or g759 or g816 or g1212 )
g133    ( g5 or g9 or g123 or g125 or g127 or g129 or g130 or g134 or g139 or g140 or g143 or g195 or g253 or g305 or g333 or g426 or g1002 or g1133 or g1138 or g1251 or g1312 )
g134    ( g124 or g126 or g127 or g130 or g131 or g133 or g138 or g141 or g142 or g144 or g205 or g352 or g409 or g516 or g813 or g1156 or g1170 or g1416 )
g135    ( g127 or g130 or g136 or g139 or g141 or g142 or g143 or g145 or g214 or g231 or g423 or g467 or g471 or g481 or g1140 )
g136    ( g14 or g42 or g47 or g113 or g126 or g127 or g130 or g132 or g135 or g138 or g139 or g140 or g141 or g145 or g197 or g222 or g298 or g316 or g558 or g977 or g1028 or g1189 )
g137    ( g87 or g129 or g132 or g141 or g146 or g360 or g435 or g454 or g697 or g705 or g834 or g953 or g1070 or g1118 or g1184 or g1378 )
g138    ( g130 or g131 or g134 or g136 or g139 or g140 or g141 or g142 or g143 or g144 or g146 or g147 or g148 or g265 or g465 or g496 or g588 or g590 or g740 or g1067 or g1084 or g1434 )
g139    ( g130 or g133 or g135 or g136 or g138 or g140 or g141 or g323 or g426 or g711 or g796 or g901 or g906 or g1155 or g1302 or g1345 or g1460 )
g140    ( g70 or g106 or g133 or g136 or g138 or g139 or g142 or g146 or g147 or g150 or g362 or g539 or g771 or g1059 or g1097 or g1429 )
g141    ( g131 or g132 or g134 or g135 or g136 or g137 or g138 or g139 or g144 or g146 or g148 or g149 or g150 or g159 or g222 or g396 or g774 or g1006 or g1009 or g1043 or g1089 or g1382 or g1450 )
g142    ( g30 or g132 or g134 or g135 or g138 or g140 or g145 or g147 or g149 or g151 or g152 or g197 or g319 or g326 or g694 or g784 or g929 or g1095 or g1269 )
g143    ( g8 or g9 or g47 or g133 or g135 or g138 or g147 or g148 or g149 or g150 or g152 or g153 or g189 or g310 or g385 or g610 or g887 or g934 or g1038 or g1201 or g1400 or g1413 )
g144    ( g57 or g134 or g138 or g141 or g145 or g146 or g149 or g150 or g151 or g153 or g154 or g242 or g833 or g847 or g909 or g1176 or g1347 or g1418 )
g145    ( g135 or g136 or g142 or g144 or g148 or g149 or g150 or g151 or g152 or g153 or g154 or g155 or g217 or g410 or g686 or g952 or g1313 )
g146    ( g37 or g137 or g138 or g140 or g141 or g144 or g147 or g150 or g151 or g153 or g154 or g182 or g247 or g279 or g289 or g343 or g458 or g637 or g649 or g741 or g768 or g789 or g955 or g967 or g1414 or g1443 )
g147    ( g138 or g140 or g142 or g143 or g146 or g149 or g152 or g153 or g155 or g157 or g169 or g343 or g353 or g356 or g419 or g531 or g724 or g1090 or g1328 or g1400 )
g148    ( g138 or g141 or g143 or g145 or g151 or g152 or g153 or g154 or g155 or g161 or g517 or g597 or g643 or g660 or g784 or g848 or g992 or g1014 or g1050 or g1056 or g1100 )
g149    ( g15 or g141 or g142 or g143 or g144 or g145 or g147 or g151 or g152 or g154 or g157 or g158 or g164 or g256 or g314 or g322 or g784 or g979 or g1001 or g1380 or g1424 )
g150    ( g24 or g48 or g63 or g140 or g141 or g143 or g144 or g145 or g146 or g152 or g153 or g154 or g155 or g156 or g157 or g209 or g592 or g675 or g725 or g734 or g815 or g1029 or g1040 or g1197 )
g151    ( g142 or g144 or g145 or g146 or g148 or g149 or g152 or g154 or g156 or g157 or g160 or g216 or g224 or g482 or g503 or g516 or g575 or g579 or g929 or g941 or g999 or g1490 )
g152    ( g142 or g143 or g145 or g147 or g148 or g149 or g150 or g151 or g156 or g158 or g160 or g512 or g699 or g713 or g755 or g773 or g778 or g788 or g793 or g844 or g1075 or g1226 or g1440 or g1448 )
g153    ( g64 or g143 or g144 or g145 or g146 or g147 or g148 or g150 or g154 or g155 or g156 or g160 or g161 or g162 or g308 or g345 or g699 or g1053 or g1100 or g1300 or g1406 )
g154    ( g39 or g144 or g145 or g146 or g148 or g149 or g150 or g151 or g153 or g158 or g161 or g162 or g163 or g164 or g166 or g252 or g744 or g1044 or g1080 or g1087 or g1169 or g1484 )
g155    ( g29 or g95 or g145 or g147 or g148 or g150 or g153 or g157 or g159 or g162 or g163 or g164 or g165 or g358 or g406 or g822 or g926 or g1027 or g1142 or g1219 or g1293 )
